ID	Species	ncRNA	ncRNA type	Environmental factor (EF)	Phenotype	Sample	Condition of EF	Evidence	PubMed ID
4684	Mouse	mmu-miR-466e	miRNA	high fat diet (HFD)	chronic oxidative stress	mouse exposed to X-rays	high fat diet (HFD) feed	upregulated	25171162
4685	Mouse	mmu-miR-466e-3p	miRNA	arginine vasopressin	osmoregulation	mIMCD3 cells	exposure to arginine vasopressin treatment	downregulated	24389345
4686	Mouse	mmu-miR-466f	miRNA	dexamethasone (DEX)	muscle atrophy	Murine C2C12 myoblast cells	dexamethasone (DEX) treatment	upregulated	23716137
4687	Mouse	mmu-miR-466f-3p	miRNA	low chromium (Cr)	insulin resistance (IR)	liver	fed a control or LC diet for 13 weeks	dysregulatedin liver	29286159
4688	Mouse	mmu-miR-466h-5p	miRNA	H1N1 influenza virus	endometriosis and endometrial carcinoma	mouse lung?tissues	H1N1 influenza virus infection	upregulated	24066118
4689	Mouse	mmu-miR-466i-5p	miRNA	carbon tetrachloride (CCl4)	liver fibrosis	liver	CCl4 treatment	upregulated	27322257
4690	Mouse	mmu-miR-466j	miRNA	dexamethasone (DEX)	muscle atrophy	Murine C2C12 myoblast cells	dexamethasone (DEX) treatment	upregulated	23716137
4691	Mouse	mmu-miR-466m-3p	miRNA	lipopolysaccharide (LPS)	acute lung injury (ALI)	MLE-12 cells	lipopolysaccharide (LPS) treatment	Hsp4 alleviates lipopolysaccharide-induced apoptosis of lung epithelial cells via miRNA-466m-3p/DNAjb6 axis.	32976821
4692	Mouse	mmu-miR-466p-3p	miRNA	arginine vasopressin	osmoregulation	mIMCD3 cells	exposure to arginine vasopressin treatment	downregulated	24389345
4693	Mouse	mmu-miR-467a	miRNA	arsenite	atherosclerosis (AS)	liver	arsenic (As) exposure	upregulated	22719926
4694	Mouse	mmu-miR-467a	miRNA	radiation	radiocarcinogenesis	mouse thymic lymphoma tissues	radiation treatment	upregulated	25552935
4695	Mouse	mmu-miR-467a*	miRNA	dexamethasone (DEX)	muscle atrophy	Murine C2C12 myoblast cells	dexamethasone (DEX) treatment	downregulated	23716137
4696	Mouse	mmu-miR-467a-3p	miRNA	Japanese encephalitis virus (JEV)	Japanese encephalitis virus (JEV) infection	BV-2 cells; mouse neuroblastoma cell line NA; mouse brain endothelial cell line bEnd.3 	Japanese encephalitis virus (JEV) infection	downregulated	32461319
4697	Mouse	mmu-miR-467a-3p	miRNA	ganoderma lucidum extract (GLE)	hepatocellular carcinoma (HCC)	Hepa 1-6 cells	Ganoderma lucidum extract (GLE) treatment	upregulated	32106374
4698	Mouse	mmu-miR-467a-5p	miRNA	Japanese encephalitis virus (JEV)	Japanese encephalitis virus (JEV) infection	BV-2 cells; mouse neuroblastoma cell line NA; mouse brain endothelial cell line bEnd.3 	Japanese encephalitis virus (JEV) infection	downregulated	32461319
4699	Mouse	mmu-miR-467b	miRNA	high fat diet (HFD)	nonalcoholic fatty liver disease (NAFLD)	mice liver cells	high fat diet (HFD) feed	downregulated	21986524
4700	Mouse	mmu-miR-467b*	miRNA	polyphenols	cell function	mice liver cells	Polyphenols treatment	downregulated	22253797
4701	Mouse	mmu-miR-467c	miRNA	walnut	colorectal cancer (CRC)	colorectal tumor tissue	walnut-containing diet treatment	downregulated	25882694
4702	Mouse	mmu-miR-468-3p	miRNA	enterovirus 71 (EV71)	enterovirus 71 (EV71) infection	mouse	infect with EV71	downregulated	28469998
4703	Mouse	mmu-miR-471-3p	miRNA	advanced glycation end product (AGE)	diabetic cardiomyopathy (DCM)	RAW264.7 cells	advanced glycation end products (AGEs) treatment	"Meanwhile, miR-471-3p was significantly upregulated in RAW264.7 cells induced by AGEs and inhibition of miR-471-3p could reduce the inflammatory polarization of macrophages."	33417962
4704	Mouse	mmu-miR-483	miRNA	ischemia	acute kidney injury (AKI)	renal tubules	ischemia treatment	upregulated	27959449
4705	Mouse	mmu-miR-483	miRNA	recombinant Adeno-Cre viruses (AdV-Cre)	lung adenocarcinoma (LUAD)	lung	recombinant Adeno-Cre viruses (AdV-Cre) treatment	downregulated	25359683
4706	Mouse	mmu-miR-483*	miRNA	high fat diet (HFD)	acute myocardial infarction (AMI)	liver tissue	high fat diet (HFD) feed	downregulated	19835573
4707	Mouse	mmu-miR-483-3p	miRNA	black raspberry (BRB) anthocyanins	colorectal cancer (CRC)	colon tissues	black raspberry (BRB) anthocyanins treatment	downregulated	31763724
4708	Mouse	mmu-miR-483-3p	miRNA	black raspberry (BRB) anthocyanins	colorectal cancer (CRC)	azoxymethane (AOM)/dextran sulphate sodium (DSS)-induced CRC mouse	black raspberry (BRB) anthocyanins treatment	downregulated	31763724
4709	Mouse	mmu-miR-483-3p	miRNA	streptozocin (STZ)	diabetic cardiomyopathy (DCM)	cardiomyocyte	streptozotocin treatment	upregulated	27346130
4710	Mouse	mmu-miR-483-5p	miRNA	grape seed procyanidin B2 (GSP)	adipogenesis	3T3-L1 preadipocyte cell line	3T3-L1 preadipocyte cell line treatment	downregulated	28011376
4711	Mouse	mmu-miR-483-5p	miRNA	grape seed procyanidin B2 (GSP)	adipogenesis	3T3-L1 cells	GSP (dissolved in deionized water) (10¨C200 ug/ml)	downregulated	28011376
4712	Mouse	mmu-miR-483-5p	miRNA	rapamycin complex 1 (mTORC1)	osteoarthritis (OA)	Col2a1TSC1KO mice chondrocytes	rapamycin complex 1 (mTORC1) deficiency treatment	upregulated	30145794
4713	Mouse	mmu-miR-484	miRNA	ischemia/reperfusion (I/R) 	acute myocardial infarction (AMI)	heart tissues	ischemia/reperfusion (I/R) treatment	upregulated	28090786
4714	Mouse	mmu-miR-484	miRNA	high fat diet (HFD)	hepatocellular carcinoma (HCC)	plasma and hepatic tissues	high fat diet (HFD) feed	upregulated	26728044
4715	Mouse	mmu-miR-484	miRNA	extra-virgin olive oil rich in phenols (H-EVOO)	neuronal function	cortex	H-EVOO treatment	upregulated	26695409
4716	Mouse	mmu-miR-485	miRNA	ovalbumin (OVA)	asthma	lung tissues	ovalbumin (OVA) treatment	downregulated	30463065
4717	Mouse	mmu-miR-485	miRNA	oxygen glucose deprivation (OGD)	brain ischemia-reperfusion (I/R) injury	N2a cells	oxygen and glucose deprivation (OGD) treatment	downregulated	32860611
4718	Mouse	mmu-miR-485-3p	miRNA	amyloid-¦Â (A¦Â)	Alzheimer's disease (AD)	BV2 cells	amyloid-¦Â (A¦Â) treatment	upregulated	33220166
4719	Mouse	mmu-miR-485-3p	miRNA	amyloid-¦Â (A¦Â) 1-42	Alzheimer's disease (AD)	BV2 cells	amyloid ¦Â1-42?(A¦Â) treatment	upregulated	33220166
4720	Mouse	mmu-miR-486	miRNA	low frequency magnetic fields (LF-MF)	cell proliferation and migration	"293T cells and Lung cancer cell lines (A549, LLC)"	LF-MFs treatment	upregulated	28924214
4721	Mouse	mmu-miR-486	miRNA	radiation	thymic lymphoma (RITL)	mouse lymphoma cells line (EL4)	radiation treatment	"Based on this network, we identified a critical miRNA, miR-486, which was the most downregulated in the radiation-induced carcinogenesis"	33692937
4722	Mouse	mmu-miR-486-5p	miRNA	lipopolysaccharide (LPS)	acute lung injury (ALI)	lung tissues	lipopolysaccharides (LPS) treatment	upregulated	31940107
4723	Mouse	mmu-miR-486-5p	miRNA	(-)-epigallocatechin gallate (EGCG)	aging	C2C12 cells	(-)-Epigallocatechin gallate (EGCG) treatment	EGCG stimulated AKT phosphorylation and inhibited FoxO1a-mediated MuRF1 and Atrogin-1 transcription via up-regulating the expression of miR-486 in skeletal muscle of 40-wk-old SAMP8 mice as well as late passage C2C12 cells.	32710883
4724	Mouse	mmu-miR-486-5p	miRNA	lipopolysaccharide (LPS)	osteoarthritis (OA)	ATDC5 cells	lipopolysaccharide (LPS) treatment	miR-486-5p was significantly upregulated in LPS-induced ATDC5 cells.	32705174
4725	Mouse	mmu-miR-486a-3p	miRNA	sublytic complement C5b-9 (sC5b-9)	renal inflammatory diseases	MPC5 cells	sublytic complement C5b-9 (sC5b-9) treatment	downregulated	33296289
4726	Mouse	mmu-miR-486a-5p	miRNA	chronic unpredictable mild stress (CUMS)	major depressive disorder (MDD)	nucleus accumbens (NAc) tissues	chronic unpredictable mild stress (CUMS) induce	downregulated	30936699
4727	Mouse	mmu-miR-486a-5p	miRNA	high fat diet (HFD)	obesity	liver tissues	high fat diet (HFD) feed	upregulated	32593682
4728	Mouse	mmu-miR-486b-3p	miRNA	lipopolysaccharide (LPS)	acute lung injury (ALI)	RAW264.7 cells	lipopolysaccharide (LPS) treatment	miR-476 486b-3p levels decreased with exposure to LPS.	32421439
4729	Mouse	mmu-miR-487b	miRNA	lipopolysaccharide (LPS)	macrophage homeostasis	mouse bone marrow-derived macrophages (BMDMs)	lipopolysaccharide (LPS) treatment	downregulated	26936882
4730	Mouse	mmu-miR-487b	miRNA	astaxanthin	prostate cancer	Pca mouse tumor tissues	intragastrically administered 100 mg/kg astaxanthin (HA)	upregulated	28282880
4731	Mouse	mmu-miR-488	miRNA	peritoneal dialysis fluid (PDF)	peritoneal fibrosis	peritoneal tissues	peritoneal dialysis fluid (PDF) treatment	upregulated	25827714
4732	Mouse	mmu-miR-488-3p	miRNA	hypoxia	acute myocardial infarction (AMI)	primary cardiomyocytes;MCM cells	hypoxia induce	miRNA-488-3p expression decreased in hypoxia-preconditioning primary cardiomyocytes or MCM cells in a time-dependent manner.	31210328
4733	Mouse	mmu-miR-488-3p	miRNA	hypoxia	acute myocardial infarction (AMI)	mouse heart tissues	ligation of the anterior descending coronary artery (LAD) treatment	downregulated	31210328
4734	Mouse	mmu-miR-489	miRNA	isoproterenol	cardiac fibrosis	heart tissue and cardiac fibroblasts (CFs)	isoprenaline (ISO) tteatment	downregulated	32104288
4735	Mouse	mmu-miR-489	miRNA	silica	lung fibrosis	lung	silica treatment	downregulated	27506999
4736	Mouse	mmu-miR-489	miRNA	silica	lung fibrosis	C57BL/6 male mice lung tissues	silica treatment	upregulated in lung tissues	28780788
4737	Mouse	mmu-miR-490-3p	miRNA	pilocarpine	epilepsy	hippocampal tissues	pilocarpine treatment	"Psmd11 was upregulated by Peg13 at a miR-490-3p dependent way, thus inactivating the Wnt/¦Â-catenin pathway and alleviating epilepsy course in mice"	33437373
4738	Mouse	mmu-miR-490-3p	miRNA	N-methyl-N-nitrosourea (MNU)	gastric cancer (GC)	gastric cancer cells	N-methyl-N-nitrosourea (MNU) treatment	downregulated	25503559
4739	Mouse	mmu-miR-490-3p	miRNA	silica	silicosis	lung tissues	silica treatment	MiR-490-3p was significantly downregulated in silica-induced fibrotic mouse lung tissues and TGF-¦Â1 treated fibroblasts	33482250
4740	Mouse	mmu-miR-490-3p	miRNA	H2O2	spinal cord injury (SCI)	C8-D1A cells; C8-B4 cells	H2O2 treatment	downregulated	30575927
4741	Mouse	mmu-miR-491	miRNA	tumour-derived TGF-¦Â	anti-cancer therapy	mouse CD8+T cells	tumor necrosis factor alpha (TNF-¦Á) treatment	upregulation	27484289
4742	Mouse	mmu-miR-491	miRNA	arsenic trioxide (ATO)	hepatocellular carcinoma (HCC)	mice xenograft models	arsenic trioxide (As2O3) treatment	upregulated	25304214
4743	Mouse	mmu-miR-491	miRNA	anandamide (AEA)	pro-inflammatory activity	mouse	anandamide treatment	AEA differentil regulate the expression of miRNA	24699635
4744	Mouse	mmu-miR-491-5p	miRNA	anti-fas receptor antibodies	acute liver injury (ALI)	Hep G2 cells	anti-fas receptor antibodies	upregulated	20015148
4745	Mouse	mmu-miR-491-5p	miRNA	cold	obesity	brown adipose tissue (BAT)	cold treatment	downregulated	33015181
4746	Mouse	mmu-miR-493-5p	miRNA	"anti-benzo[a]pyrene-trans-7,8-diol-9,10-epoxide (anti-BPDE)"	bronchial epithelial cell cancer	16HBE-T cells	"anti-benzo[a]pyrene-trans-7,8-diol-9,10-epoxide (anti-BPDE) treatment"	downregulated	19462682
4747	Mouse	mmu-miR-494	miRNA	tumor necrosis factor alpha (TNF-¦Á) 	inflammation	mouse C2C12 myotubes	tumor necrosis factor alpha (TNF-¦Á) treatment	upregulated	24349514
4748	Mouse	mmu-miR-494	miRNA	staphylococcal enterotoxin B (SEB)	acute lung injury (ALI)	lung-infiltrating mononuclear cells	staphylococcal enterotoxin B (SEB) treatment	upregulated	26818958
4749	Mouse	mmu-miR-494	miRNA	high fat diet (HFD)	acute myocardial infarction (AMI)	liver tissue	high fat diet (HFD) feed	downregulated	19835573
4750	Mouse	mmu-miR-494	miRNA	tumor necrosis factor alpha (TNF-¦Á) 	apoptosis	vascular smooth muscle cells (VSMCs)	tumor necrosis factor alpha (TNF-¦Á) treatment	downregulated	30942414
4751	Mouse	mmu-miR-494	miRNA	"N1-[(4-methoxy)methyl]-4-methyl-1,2-Benzenediamine (FC-99)"	arthritis	Murine monocyte/macrophage cell line RAW264.7	"N1-[(4-methoxy)methyl]-4-methyl-1,2-Benzenediamine (FC-99) treatment"	upregulated	31881378
4752	Mouse	mmu-miR-494	miRNA	"anti-benzo[a]pyrene-trans-7,8-diol-9,10-epoxide (anti-BPDE)"	bronchial epithelial cell cancer	16HBE-T cells	"anti-benzo[a]pyrene-trans-7,8-diol-9,10-epoxide (anti-BPDE) treatment"	upregulated	19462682
4753	Mouse	mmu-miR-494	miRNA	silica nanoparticles (SiNPs) mycin	cell toxicity	mouse spermatocyte cells (GC-2spd cells)	SiNPs treatment	"inhibitor of miRNA-494 could attenuate the expression levels of AMPK, TSC, LC3¢ò and alleviate the decreased of AKT, mTOR, p-mTOR induced by SiNPs"	31541822
4754	Mouse	mmu-miR-494	miRNA	azoxymethane (AOM)	colorectal cancer (CRC)	mouse colon tissues	azoxymethane (AOM) treatment	upregulated in colon samples	29066742
4755	Mouse	mmu-miR-494	miRNA	oxygen glucose deprivation (OGD)	ischemic stroke (IS)	Primary cultured cortical neuronal	OGD treatment	miR-494 levels were reduced in neurons but increased in the medium after OGD	31510852
4756	Mouse	mmu-miR-494	miRNA	cyclosporine A (CsA)	nephrotoxicity	tubular epithelial cell	cyclosporine A treatment	upregulated	25854542
4757	Mouse	mmu-miR-494	miRNA	"FC-99 (N1-[(4-methoxy)methyl]-4-methyl-1,2-Benzenediamine)"	rheumatoid arthritis (RA)	macrophages	"FC-99 (N1-[(4-methoxy)methyl]-4-methyl-1,2-Benzenediamine) treatment"	FC-99 relieved macrophages inflammation via the miR-494/TN-C/NF-¦ÊB pathway	31881378
4758	Mouse	mmu-miR-494-3p	miRNA	rice bran phenolic extract (RBPE)	alcoholic liver disease (ALD)	liver tissues	rice bran phenolic extract (RBPE) treatment	Rice Bran Phenolic Extract Confers Protective Effects against Alcoholic Liver Disease in Mice by Alleviating Mitochondrial Dysfunction via the PGC-1¦Á-TFAM Pathway Mediated by microRNA-494-3p	33094608
4759	Mouse	mmu-miR-494-3p	miRNA	poly(ethylenimine) (PEI)	cell death	MEF cells	poly(ethylenimine) (PEI) treatment	upregulated	26158199
4760	Mouse	mmu-miR-494-3p	miRNA	compression force (CF)	cell proliferation	"MC3T3-E1, a pre-osteoblastic cell line"	Compressive force treatment	upregulated	25795570
4761	Mouse	mmu-miR-494-3p	miRNA	lipopolysaccharide (LPS)	inflammation	RAW264.7 macrophages	lipopolysaccharide?(LPS) treatment	upregulated	30942409
4762	Mouse	mmu-miR-494-3p	miRNA	lipopolysaccharide (LPS)	inflammation	RAW264.7 cells	lipopolysaccharides (LPS) treatment	downregulated	31002148
4763	Mouse	mmu-miR-494-3p	miRNA	high fat diet (HFD)	obesity	mice heart tissues	high fat diet (HFD) feed	downregulated	30629164
4764	Mouse	mmu-miR-495	miRNA	ovalbumin (OVA)	allergic rhinitis (AR)	CD4+ Th2 cells	ovalbumin induction	downregulated	32242002
4765	Mouse	mmu-miR-495	miRNA	alcohol	fetal alcohol spectrum disorders (FASD)	brain tissues	alcohol exposure	downregulated	23580197
4766	Mouse	mmu-miR-495	miRNA	dextran sodium sulfate (DSS)	inflammatory bowel disease (IBD)	colitis tissues	dextran sulfate sodium (DSS) treatment	miR-495 was lowly expressed in the DSS-induced colitis tissues.	31251902
4767	Mouse	mmu-miR-495	miRNA	choline- and folate-deficient (CFD) diet	liver damage	plasma	choline- and folate-deficient (CFD) diet treatment	upregulated	26878785
4768	Mouse	mmu-miR-495	miRNA	choline- and folate-deficient (CFD) diet	nonalcoholic fatty liver disease (NAFLD)	plasma	choline- and folate-deficient (CFD) treatment	upregulated	26878785
4769	Mouse	mmu-miR-495	miRNA	H2O2	spinal cord injury (SCI)	mouse SCNs	H2O2 treatment	"Interestingly, the expression of miR-495 was markedly suppressed when SCNs were exposed to H2O2."	33850858
4770	Mouse	mmu-miR-495	miRNA	high fat diet (HFD)	type 2 diabetes mellitus (T2DM)	mouse peritoneal macrophages	high fat diet (HFD) feed	upregulated	31709454
4771	Mouse	mmu-miR-495-3p	miRNA	ischemia/reperfusion (I/R) 	intestinal hypoxia/reoxygenation injury	C57BL/6 mice were induced	ischemia/reperfusion (I/R) treatment	upregulation	26935288
4772	Mouse	mmu-miR-495-3p	miRNA	lipopolysaccharide (LPS)	sepsis	RAW264.7 cells	lipopolysaccharide (LPS) treatment	downregulated	31812793
4773	Mouse	mmu-miR-495-3p	miRNA	lipopolysaccharide (LPS)	sepsis	RAW264.7 cells	lipopolysaccharide (LPS) treatment	upregulated of NEAT1 level and downregulated of miR-495-3p/miR-211 level could aggravate inflammation in LPS-treated RAW264.7 cells.	31812793
4774	Mouse	mmu-miR-496	miRNA	ethanol (EtOH)	teratogenesis	fetal brains of mice	Ethanol?treatment	downregulated	19091803
4775	Mouse	mmu-miR-497	miRNA	arsenite	atherosclerosis (AS)	liver	arsenic (As) exposure	downregulated	22719926
4776	Mouse	mmu-miR-497	miRNA	melatonin	chronic liver disease	C57BL/6 wild type (WT) mice pretreat with alcohol	melatonin (10 mg/kg body weight) supplemented by daily oral gavage at 09:00 hr during the last 2 weeks	upregulated	28095641
4777	Mouse	mmu-miR-497	miRNA	streptozocin (STZ)	diabetic foot ulcer (DFU)	wound lesion of diabetic mice	streptozotocin treatment	downregulated	31707336
4778	Mouse	mmu-miR-497	miRNA	streptozocin (STZ)	diabetic retinopathy (DR)	skin tissues	streptozotocin treatment	downregulated	31707336
4779	Mouse	mmu-miR-497	miRNA	prednisolone	duchenne muscular dystrophy (DMD)	diaphragm muscle	prednisolone treatment	downregulated	29883261
4780	Mouse	mmu-miR-497	miRNA	vamorolone	duchenne muscular dystrophy (DMD)	diaphragm muscle	vamorolone treatment	downregulated	29883261
4781	Mouse	mmu-miR-497	miRNA	IL-17	encephalomyelitis (EAE)	astrocytes in EAE mice	IL-17 treatment	downregulated	28458392
4782	Mouse	mmu-miR-497	miRNA	"5-Aza-2'-deoxycytidine (5-Aza-dC, decitabine)"	muscle cell proliferation and differentiation	mouse skeletal myoblast C2C12 cells	"5-Aza-2'-deoxycytidine (5-Aza-dC, decitabine) treatment"	upregulated	28255268
4783	Mouse	mmu-miR-497	miRNA	plasmodium	plasmodium infection	exosomes derived from the plasma	infect with Plasmodium treatment	upregulated	28650446
4784	Mouse	mmu-miR-497a-5p	miRNA	lipopolysaccharide (LPS)	acute lung injury (ALI)	lung tissues	lipopolysaccharide (LPS) treatment	downregulated	31148190
4785	Mouse	mmu-miR-497a-5p	miRNA	alloxan	diabetic retinopathy (DR)	renal tissues	alloxan treatment	downregulated	29312507
4786	Mouse	mmu-miR-497a-5p	miRNA	metformin (Met)	diabetic retinopathy (DR)	renal tissues	metformin treatment	upregulated	29312507
4787	Mouse	mmu-miR-498	miRNA	"anti-benzo[a]pyrene-trans-7,8-diol-9,10-epoxide (anti-BPDE)"	bronchial epithelial cell cancer	16HBE-T cells	"anti-benzo[a]pyrene-trans-7,8-diol-9,10-epoxide (anti-BPDE) treatment"	upregulated	19462682
4788	Mouse	mmu-miR-498	miRNA	"1,25-dihydroxyvitamin D 3 (calcitriol) analogue EB1089"	estrogen-sensitive tumors	mouse	"1,25-dihydroxyvitamin D 3 (calcitriol) analogue EB1089 treatment"	upregulated	25252917
4789	Mouse	mmu-miR-499	miRNA	influenza virus	H9N2 influenza virus infection	Dendritic cells (DCs)	H9N2 avian influenza virus (H9N2 AIV) treatment	upregulated	27285980
4790	Mouse	mmu-miR-499	miRNA	puromycin aminonucleoside (PAN)	minimal change disease (MCD)	kidney tissues	puromycin aminonucleoside (PAN) treatment	PAN exposure reduced miR-499 expression in the kidneys of mice	29448244
4791	Mouse	mmu-miR-499	miRNA	conjugated linoleic acid (cLA) and nitrite	myocardial infarction (MI)	myocardial infarction	conjugated linoleic acid (cLA) and nitrite treatment	upregulated	24363996
4792	Mouse	mmu-miR-499	miRNA	insulin	obesity	mouse skeletal muscle satellite cells (SMSCs)	insulin treatment	downregulated	30097922
4793	Mouse	mmu-miR-499-3p	miRNA	streptozocin (STZ)	diabetes mellitus (DM)	hearts of diabetic mice	streptozotocin (STZ) treatment	upregulated	21584493
4794	Mouse	mmu-miR-499-5p	miRNA	lipopolysaccharide (LPS)	acute lung injury (ALI)	lung tissues	lipopolysaccharide (LPS) treatment	miR-499-5p was upregulated in LPS-treated lung tissues.	33307898
4795	Mouse	mmu-miR-499-5p	miRNA	high glucose (HG)	cardiac hypertrophy	HL-1 cells	high glucose (HG) treatment	downregulated	32269707
4796	Mouse	mmu-miR-499-5p	miRNA	doxorubicin (DOX)	doxorubicin (DOX)-induced cardiotoxicity	plasma	doxorubicin (DOX) treatment	upregulated	30453253
4797	Mouse	mmu-miR-499¨C5p	miRNA	prolonged aerobic exercise	muscle hypertrophy	plasma	"impact of extended-duration, submaximal aerobic exercise treatment"	upregulated	24436293
4798	Mouse	mmu-miR-499a-5p	miRNA	doxorubicin (DOX)	doxorubicin (DOX)-induced cardiotoxicity	Plasma	doxorubicin (DOX) treatment	downregulated	30627229
4799	Mouse	mmu-miR-499a-5p	miRNA	IL-3¦Â	intervertebral disc degeneration (IDD)	nucleus pulposus (NP) cell	?IL-1¦Â treatment	"XIST expression was upregulated in the NP tissues of patients with IDD, and IL-1¦Â treatment resulted in a degradation of NPCs"	33722663
4800	Mouse	mmu-miR-500	miRNA	stretch	myoblast proliferation	C2C12 myoblasts	stretch treatment	downregulated	27840929
4801	Mouse	mmu-miR-501	miRNA	cardiotoxin (CTX)	skeletal muscle regeneration	myogenic progenitor cells (MPs) and non-myogenic fibroblast-adipocyte progenitors (FAPs)	cardiotoxin (CTX) treatment	"In the mdx mouse model, which models a pathological disease state, not only was miR-501 induced in regenerating skeletal muscle, but also its serum levels were increased, which correlated with the disease state of the animals."	27707793
4802	Mouse	mmu-miR-501-5p	miRNA	second-hand smoke (SHS)	asthma	lung	second-hand smoke (SHS) treatment	upregulated	26859758
4803	Mouse	mmu-miR-503	miRNA	oxidized low density lipoprotein (ox-LDL)	atherosclerosis (AS)	mouse macrophages atherogenic Evs	oxidized low-density lipoprotein (ox-LDL) treatment	enrichment in atherogenic EVs	28882869
4804	Mouse	mmu-miR-503	miRNA	oxidized low density lipoprotein (ox-LDL)	atherosclerosis (AS)	peritoneal macrophages; Bone-marrow derived macrophages (BMDMs)	oxidized low-density lipoprotein (ox-LDL) treatment	upregulated	28882869
4805	Mouse	mmu-miR-503	miRNA	photobiomodulation therapy (PBMT)	cell proliferation	mouse pre-osteoblast cell line MC3T3-E1	"Photobiomodulation therapy (PBMT) (The PBMT parameters were as follows: 808 nm continuous wavelength, 0.401 W output power, 0.042 W/cm2 power density, 9.6 cm2 spot size, 36 J energy, 3.75 J/cm2 energy density, 90 s irradiation for three times per 12 h, 14.5 cm distance of the laser source and the angle of divergence of the laser beam was 7¡ã) treatment"	downregulated	30218348
4806	Mouse	mmu-miR-503	miRNA	photobiomodulation therapy (PBMT)	cell proliferation	mouse pre-osteoblast cell line MC3T3-E1	"The PBMT parameters were as follows: 808 nm continuous wavelength, 0.401 W output power, 0.042 W/cm2 power density, 9.6 cm2 spot size, 36 J energy, 3.75 J/cm2 energy density, 90 s irradiation for three times per 12 h, 14.5 cm distance of the laser source and the angle of divergence of the laser beam was 7¡ã. treatment"	downregulated	30218348
4807	Mouse	mmu-miR-503	miRNA	losartan	diabetic nephropathy (DN)	kidney tissues	losartan treatment	downregulated	27770539
4808	Mouse	mmu-miR-503	miRNA	hypoxia	ischemic injury	mouse bone marrow derived endothelial progenitor cells (EPCs)	hypoxia induce	downregulated	29800588
4809	Mouse	mmu-miR-503	miRNA	dexamethasone (DEX)	muscle atrophy	Murine C2C12 myoblast cells	dexamethasone (DEX) treatment	upregulated	23716137
4810	Mouse	mmu-miR-503	miRNA	oleanolic acid (OLA)	osteoclastogenesis	RANKL-induced RAW264.7 cells	oleanolic acid (OLA) treatment	upregulated	31176167
4811	Mouse	mmu-miR-503	miRNA	receptor activator of nuclear factor-¦ÊB ligand (RANKL)	osteoclastogenesis	RAW264.7 cells	RANKL treatment	downregulated	31176167
4812	Mouse	mmu-miR-503	miRNA	silica	lung fibrosis	mouse lung tissues	silica treatment	downregulated in	28900284
4813	Mouse	mmu-miR-503*	miRNA	dexamethasone (DEX)	muscle atrophy	Murine C2C12 myoblast cells	dexamethasone (DEX) treatment	upregulated	23716137
4814	Mouse	mmu-miR-503-5p	miRNA	"paraquat (PQ) and 1-methyl-4-phenyl-1,2,3,6-tetrahydropyridine (MPTP)"	dopaminergic (DA) neuron differentiation	neuro-2a cells	"paraquat (PQ) and 1-methyl-4-phenyl-1,2,3,6-tetrahydropyridine (MPTP) treatment"	dysregulated	29250806
4815	Mouse	mmu-miR-503-5p	miRNA	lipopolysaccharide (LPS)	inflammation	RAW264.7 cells	lipopolysaccharide (LPS) treatment	downregulated	32955644
4816	Mouse	mmu-miR-503-5p	miRNA	"1-methyl-4-phenyl-1,2,3,6-tetrahydropyridine (MPTP)"	neurodegenerative diseases	N2a cells	"1-methyl-4-phenyl-1,2,3,6- tetrahydropyridine (MPTP) treatment"	downregulated	29250806
4817	Mouse	mmu-miR-503-5p	miRNA	"1-methyl-4-phenyl-1,2,3,6-tetrahydropyridine (MPTP)"	neurodegenerative diseases	N2a cells	"1-methyl-4-phenyl-1,2,3,6- tetrahydropyridine (MPTP) treatment"	downregulated	29250806
4818	Mouse	mmu-miR-503-5p	miRNA	paraquat (PQ)	neurodegenerative diseases	N2a cells	paraquat (PQ) treatment	downregulated	29250806
4819	Mouse	mmu-miR-504-3p	miRNA	high fat diet (HFD)	compensatory hyperplasia of islets	hepatocellular extracellular vesicles (EVs)	?high-fat diet (HFD) feed treatment	downregulated	31284955
4820	Mouse	mmu-miR-505-5p	miRNA	streptozocin (STZ)	diabetic pregnancy	female mice hyperglycemic ED9.5 embryos	streptozotocin treatment	dysregulatedin hyperglycemic ED95 embryos	27908722
4821	Mouse	mmu-miR-505-5p	miRNA	manganese (Mn)	parkinson's disease (PD)	MN9D dopaminergic cell exosomes	Mn exposure (300¦ÌM MnCl2) for 24h	upregulated in exosomes	28450057
4822	Mouse	mmu-miR-506	miRNA	lipopolysaccharide (LPS)	lung fibrosis	lung tissues	lipopolysaccharide (LPS) treatment	downregulated	31214773
4823	Mouse	mmu-miR-5097	miRNA	stretch	myoblast proliferation	C2C12 myoblasts	stretch treatment	downregulated	27840929
4824	Mouse	mmu-miR-5107-5p	miRNA	enterovirus 71 (EV71)	enterovirus 71 (EV71) infection	mouse	infect with EV71	downregulated	28469998
4825	Mouse	mmu-miR-5107-5p	miRNA	oxygen	retinopathy of prematurity (ROP)	C57BL/6 neonatal mice retinal tissue	7-day-old mice were maintained in 75% oxygen conditions for 5 days treatment	dysregulatedin retinal tissue	27922698
4826	Mouse	mmu-miR-511	miRNA	¦Ã-rays	leukemia	the whole blood cells of mice	Gy ¦Ã-rays treatment	miRNA signatures induced by ionising radiation in mouse blood are radiation type- and radiation dose-specific	21271940
