ID	Species	ncRNA	ncRNA type	Environmental factor (EF)	Phenotype	Sample	Condition of EF	Evidence	PubMed ID
706	Mouse	PCAI	lncRNA	lipopolysaccharide (LPS)	postoperative cognitive dysfunction (POCD)	BV-2 cells	lipopolysaccharide (LPS) treatment	Overexpression of lncRNA PCAI can promote the cell death and inflammation response induced by LPS.	32247002
707	Mouse	PCAT29	lncRNA	silica	lung fibrosis	pulmonary fibroblasts	silica treatment	lncRNAPCAT29 were downregulated within interstitial lung cells from mice with silica-induced pulmonary fibrosis.	29620190
708	Mouse	PCFL	lncRNA	TGF-¦Â1	cardiac fibrosis	mouse cardiac fibroblasts (CFs)	TGF-¦Â1 treatment	upregulated	31220469
709	Mouse	PEG10	lncRNA	phenylephrine (PE)	cardiac hypertrophy	mouse primary cardiomyocytes	phenylephrine (PE) treatment	upregulated	31389601
710	Mouse	PFAR	lncRNA	TGF-¦Â1	idiopathic pulmonary fibrosis (IPF)	mouse primary lung fibroblasts	TGF-¦Â1 treatment	silencing PFAR attenuated TGF-¦Â1 induced fibrogenesis in primary lung fibroblasts	31273058
711	Mouse	PGC1¦Â-OT1	lncRNA	adipogenesis medium	adipocyte and osteoblast differentiation	ST2 or C3H10T1/2 cells	"adipogenic medium ((¦Á-MEM containing 10% FBS, 0.5 ¦ÌM dexamethasone, 0.25 mM methylisobutylxanthine, 5 ¦Ìg/ml insulin, and 50 ¦ÌM indomethacin) treatment"	downregulated	30728459
712	Mouse	PGC1¦Â-OT1	lncRNA	osteogenic differentiation medium	adipogenesis	ST2 or MC3T3-E1 cells	"osteogenic medium (¦Á-MEM containing 10% FBS, 50 ¦Ìg/ml ascorbic acid, and 5 mM ¦Â-glycerophosphate) treatment"	upregulated	30728459
713	Mouse	Pirb	lncRNA	tanshinone IIA (Tan IIA)	atherosclerosis (AS)	RAW 264.7 cells	Tanshinone IIA (Tan) treatment	downregulated	32337768
714	Mouse	Plscr4	lncRNA	angiotensin II (Ang II)	cardiac hypertrophy	cardiomyocytes	angiotensin II (Ang II) treatment	lncRNA Plscr4 was upregulated in hypertrophic mice hearts and in angiotensin II (Ang II)-treated cardiomyocytes.	29499950
715	Mouse	Plscr4	lncRNA	angiotensin II (Ang II)	cardiac hypertrophy	mouse cardiomyocytes	angiotensin II (Ang II) treatment	upregulated	29499950
716	Mouse	PMS2L2	lncRNA	lipopolysaccharide (LPS)	osteoarthritis (OA)	ATDC5 cells	lipopolysaccharide (LPS) treatment	PMS2L2 expression was downregulated following LPS stimulation.	30550887
717	Mouse	PMS2L2	lncRNA	lipopolysaccharide (LPS)	osteoarthritis (OA)	mouse chondrogenic ATDC5 cells	lipopolysaccharide (LPS) treatment	"PMS2L2 expression was downregulated following LPS stimulation. PMS2L2 protected ATDC5 cells against LPS-induced injury by increasing cell viability, decreasing apoptosis, and repressing the release of pro-inflammatory factors."	30550887
718	Mouse	PRINS	lncRNA	hypoxia	acute kidney injury (AKI)	renal tubular cells	hypoxia treatment	upregulated	26725683
719	Mouse	PRINS	lncRNA	high glucose (HG)	diabetic nephropathy (DN)	mouse podocyte cells	high glucose (HG) treatment	upregulated	30936994
720	Mouse	PRNCR1	lncRNA	cisplatin (DDP)	acute kidney injury (AKI)	kidney tissues	cisplatin treatment	downregulated	33647908
721	Mouse	PRNCR1	lncRNA	lipopolysaccharide (LPS)	pulmonary vascular endothelial cell (PVEC) injury	human pulmonary microvascular endothelial cells (HPMECs)	lipopolysaccharide (LPS) treatment	"PRNCR1 and TLR4 levels were significantly upregulated in LPS-treated PVEC, both in vivo and in vitro, while miR-330-5p were downregulated. Inhibiting PRNCR1 or overexpressing miR-330-5p markedly attenuated LPS-induced PVEC injury."	33049095
722	Mouse	Psmd11	lncRNA	pilocarpine	epilepsy	hippocampal tissues	pilocarpine treatment	"Psmd11 was upregulated by Peg13 at a miR-490-3p dependent way, thus inactivating the Wnt/¦Â-catenin pathway and alleviating epilepsy course in mice"	33437373
723	Mouse	PTPRE-AS1	lncRNA	IL-4	macrophage activation	Mouse bone marrow-derived macrophages (BMDMs)	IL-4 treatment	upregulated	31844669
724	Mouse	PU.1-AS	lncRNA	arsenite	arsenite-induced abnormal lipid metabolism	liver tissues	arsenic exposure	upregulated	31471020
725	Mouse	PVT1	lncRNA	lipopolysaccharide (LPS)	sepsis	myocardial tissue and heart infiltrating macrophages	lipopolysaccharide (LPS) treatment	upregulated	33840587
726	Mouse	PVT1	lncRNA	angiotensin II (Ang II)	abdominal aortic aneurysm (AAA)	Apolipoprotein E-deficient (ApoE-/-) male mice abdominal aortic tissues	angiotensin II (Ang II) treatment	upregulated	30726659
727	Mouse	PVT1	lncRNA	hypoxia	activation of hepatic stellate cells (HSCs)	hepatic stellate cells (HSCs)	hypoxia treatment	Hypoxia induces the activation of hepatic stellate cells through the PVT1-miR-152-ATG14 signaling pathway.	31893334
728	Mouse	PVT1	lncRNA	ozone (O3)	asthma	CD4+ T cells and ASMCs	ozone treatment	lncRNA PVT1-miR-15a-5p/miR-29c-3p-PI3K-Akt-mTOR axis was implicated in ozone-induced asthma development by promoting ASMC proliferation and Th1/Th2 imbalance	33223504
729	Mouse	PVT1	lncRNA	angiotensin II (Ang II)	atrial fibrosis	mouse atrial tissues	angiotensin II (Ang II) treatment	"upregulated, PVT1 knockdown attenuated the Ang-II-induced mouse atrial fibrosis."	30894138
730	Mouse	PVT1	lncRNA	high glucose (HG)	diabetic nephropathy (DN)	Mouse podocyte clone 5 (MPC5) podocytes and primary podocytes	high glucose (HG) treatment	upregulated	31371698
731	Mouse	PVT1	lncRNA	streptozocin (STZ)	diabetic nephropathy (DN)	kidney tissues	streptozotocin treatment	upregulated	31371698
732	Mouse	PVT1	lncRNA	streptozocin (STZ)	diabetic osteoarthritis (OA)	cartilage tissues	streptozotocin (STZ) treatment	"PVT1 expression was significantly increased, whereas miR-146a was markedly decreased in diabetic OA mice than in non-diabetic OA and control"	33569722
733	Mouse	PVT1	lncRNA	hypoxia	hepatic stellate cell (HSC) activation	primary mouse HSCs	hypoxia induce	upregulated	31893334
734	Mouse	PVT1	lncRNA	hypoxia	immunosuppression	MDSCs;granulocytic MDSCs (G-MDSCs)	O2 < 0.1 induce	upregulated	30925926
735	Mouse	PVT1	lncRNA	IL-6 and granulocyte-macrophage colony stimulating factor (GM-CSF)	immunosuppression	MDSCs or granulocytic MDSCs (G-MDSCs)	?IL-6 and GM-CSF induce treatment	upregulated	30925926
736	Mouse	PVT1	lncRNA	unmethylated cytosine followed by guanine (CpG ODN)	macrophage activation	RAW264.7 cells	unmethylated cytosine followed by guanine (CpG ODN) treatment	upregulated	32626785
737	Mouse	Rian	lncRNA	oxygen glucose deprivation (OGD)	ischemia/reperfusion (I/R) injury	N2a cells	oxygen-glucose deprivation treatment	Overexpression of long non-coding RNA Rian attenuates cell apoptosis from cerebral ischemia-reperfusion injury via Rian/miR-144-3p/GATA3 signaling	33294587
738	Mouse	RMRP	lncRNA	ovalbumin (OVA)	asthma	lung tissues	ovalbumin (OVA) treatment	"The expression of RMRP and CCL2 was elevated, while miR-206 was reduced in OVA-induced mice."	33511814
739	Mouse	RMRP	lncRNA	valproic acid (VPA)	ischemic stroke (IS)	BV2 cells	valproate (VPA) treatment	Valproate improves middle cerebral artery occlusion-induced ischemic cerebral disorders in mice and oxygen-glucose deprivation-induced injuries in microglia by modulating RMRP/PI3K/Akt axis	32745656
740	Mouse	RMRP	lncRNA	lipopolysaccharide (LPS)	myocardial dysfunction	cardiomyocytes	lipopolysaccharide (LPS) treatment	The lncRNA RMRP axis acts as a sponge for miR-1-5p. RMRP inhibits LPS-induced apoptosis of cardiomyocytes and mitochondrial damage by suppressing the post-transcriptional regulatory function of miR-1-5p on HSPA4.	31900829
741	Mouse	Rmst	lncRNA	oxygen glucose deprivation (OGD)	hypoxic/ischemic brain damage (HIBD)	brain microvascular endothelial cells (BMECs)	oxygen-glucose deprivation (OGD) treatment	OGD exposure augmented the level of Rmst while reduced the expression of miR-150 in bEnd3 cells	32728986
742	Mouse	RMST	lncRNA	oxygen glucose deprivation (OGD)	ischemic stroke (IS)	primary hippocampal neuron	oxygen-glucose deprivation (OGD) treatment	upregulated	29258823
743	Mouse	RMST	lncRNA	hypoxia	ischemic stroke (IS)	hippocampal neuron tissues	middle cerebral artery occlusion (MCAO) treatment	upregulated	29258823
744	Mouse	RMST	lncRNA	oxygen glucose deprivation (OGD)	ischemic stroke (IS)	Mouse microglial BV2 cells	oxygen-glucose deprivation (OGD) induce treatment	upregulated	31329361
745	Mouse	RMST	lncRNA	oxygen glucose deprivation (OGD)	ischemic stroke (IS)	HT-22?hippocampal neuron cells	oxygen-glucose-deprivation (OGD) treatment	RMST was highly expressed in OGD-treated HT-22?hippocampal neuron cells	31852624
746	Mouse	RMST	lncRNA	oxygen glucose deprivation (OGD)	neuron apoptosis	HT-22 hippocampal neuron cell	oxygen-glucose deprivation (OGD) treatment	RMST/hnRNPK/p53/miR-107/Bcl2l2 axis plays an important role in regulating neuronal apoptosis	31852624
747	Mouse	Rmst	lncRNA	bone morphogenetic protein 9 (BMP9)	osteogenesis	The conditionally immortalized mouse multipotent adipose-derived cells iMADs	bone morphogenetic protein 9 (BMP9) treatment	upregulated	31825894
748	Mouse	RNCR2	lncRNA	oxygen	pathological neovascularization	mouse ocular neovascularization	exposure of mice to 75 % oxygen from the postnatal day7 (P7) to P12 and then room air until P17 treatment	dysregulated	24623407
749	Mouse	RNCR3	lncRNA	oxidized low density lipoprotein (ox-LDL)	atherosclerosis (AS)	plasma	oxidized low-density lipoprotein (ox-LDL) treatment	upregulated	27253412
750	Mouse	RNCR3	lncRNA	high glucose (HG)	retinal microvascular abnormality	RF/6A cells	high glucose treatment	upregulated	27876564
751	Mouse	RNCR4	lncRNA	streptozocin (STZ)	diabetic retinopathy (DR)	C57BL/6 mice	intraperitoneal injection of STZ(77 70 mg/kg B.W.) treatment	upregulated	27876564
752	Mouse	ROR	lncRNA	hypoxia/reoxygenation (H/R)	hypoxia/reoxygenation (H/R) injury	H9C2 cells	hypoxia/reoxygenation (H/R) treatment	lncRNA ROR sponges miR-138 to aggravate H/R-induced myocardial cell injury by upregulating the expression of Mst1.	32240614
753	Mouse	RP23-430H21.1	lncRNA	propofol (PPF)	propofol-induced neurotoxicity	hippocampus	propofol treatment	downregulated	29628875
754	Mouse	Rpa	lncRNA	lead (Pb)	lead (Pb) toxicity	mouse neuroblastoma N2a cells	PbAc treatment	upregulated	27604105
755	Mouse	Rps4l	lncRNA	hypoxia	pulmonary hypertension (PH)	arteries; pulmonary artery smooth muscle cells (PASMCs)	hypoxia treatment	Rps4l expression was significantly reduced in PH-model mice and hypoxic PASMCs.	32772647
756	Mouse	RUNXOR	lncRNA	cytarabine (Ara-C)	leukemia	Leuke mic K562 cells	exposure to a low dose of the antileu_x0002_kemic drug by Ara-C treatment	upregulated	24752773
757	Mouse	SETD5-AS1	lncRNA	oxygen-glucose deprivation and reoxygenation (OGD/R)	ischemic stroke (IS)	N2a cells	oxygen-glucose deprivation and reoxygenation (OGD/R) treatment	SETD5-AS1 was highly expressed in the ischemia-reperfusion injury model	30280788
758	Mouse	SHNG16	lncRNA	oxygen glucose deprivation (OGD)	neuronal cell injury	HT22 hippocampal neurons	oxygen-glucose deprivation (OGD) treatment	downregulated	32323054
759	Mouse	SHNG16	lncRNA	dexamethasone (DEX)	oxygen-glucose deprivation (OGD) induced neuron damage	HT22 hippocampal neurons	dexamethasone (Dex) treatment	upregulated	32323054
760	Mouse	SIAH1	lncRNA	"1-methyl-4-phenyl-1,2,3,6-tetrahydropyridine (MPTP)"	parkinson's disease (PD)	brain tissues	"1-methyl-4-phenyl-1,2,3,6- tetrahydropyridine (MPTP) treatment"	upregulated	29217406
761	Mouse	Six3OS	lncRNA	oxygen	pathological neovascularization	mouse ocular neovascularization	exposure of mice to 75 % oxygen from the postnatal day7 (P7) to P12 and then room air until P17 treatment	dysregulated	24623407
762	Mouse	Smad7	lncRNA	TGF-¦Â	breast cancer	mouse mammary gland epithelial cells and breast cancer cell lines	mouse mammary gland epithelial cells continuously with TGF-¦Â treatment	upregulation	24863656
763	Mouse	SNHG1	lncRNA	oxygen glucose deprivation (OGD)	brain vascular dysfunction	brain microvascular endothelial cell (BMEC)	oxygen-glucose deprivation (OGD) treatment	SNHG1 and miR-338 were upregulated in OGD induced BMEC.	30414401
764	Mouse	SNHG1	lncRNA	phenylephrine (PE)	cardiac hypertrophy	neonatal mouse cardiomyocytes	phenylephrine [PE] treatment	downregulated	31889385
765	Mouse	SNHG1	lncRNA	hypoxia	ischemic stroke (IS)	Mice primary brain microvascular endothelial cells (BMEC)	oxygen/glucose-deprived (OGD)?treatment	upregulated	30414401
766	Mouse	Snhg1	lncRNA	oxygen-glucose deprivation and reoxygenation (OGD/R)	ischemic stroke (IS)	brain microvascular endothelial cells (BMECs)	oxygen-glucose deprivation and reoxygenation (OGD/R) treatment	OGD/R induces the expression of Snhg1	29883549
767	Mouse	SNHG1	lncRNA	oxygen-glucose deprivation and reoxygenation (OGD/R)	ischemic stroke (IS)	bEnd3 cells	oxygen-glucose deprivation and reoxygenation (OGD/R) treatment	SNHG1 and salt-induced kinase 1 (SIK1) were upregulated in oxygen-glucose deprivation/reperfusion (OGD/R)-induced bEnd3 cells	33677804
768	Mouse	SNHG1	lncRNA	sevoflurane (SEV)	neurotoxicity	HT22 cells	Sevoflurane treatment	upregulated	32150149
769	Mouse	SNHG1	lncRNA	1-methyl-4-phenylpyridinium (MPP+)	parkinson's disease (PD)	MN9D dopaminergic neurons	N-methyl-4-phenylpyridinium (MPP +) treatment	upregulated	31499060
770	Mouse	SNHG1	lncRNA	"1-methyl-4-phenyl-1,2,3,6-tetrahydropyridine (MPTP)"	parkinson's disease (PD)	midbrain tissues	"1-methyl-4-phenyl-1,2,3,6- tetrahydropyridine (MPTP) treatment"	upregulated	29217406
771	Mouse	SNHG1	lncRNA	lipopolysaccharide (LPS)	parkinson's disease (PD)	BV2 cells	lipopolysaccharide (LPS) treatment	"Snhg1 expression was elevated, whereas miR-7 reduced in LPS-induced BV2 cells."	30031125
772	Mouse	SNHG12	lncRNA	oxygen-glucose deprivation and reoxygenation (OGD/R)	brain microvascular endothelial cell injury	brain microvascular endothelial cells	oxygen-glucose deprivation and reoxygenation (OGD/R) treatment	SNHG12 levels in brain microvascular endothelial cells increased with respect to OGD exposure time	30233065
773	Mouse	SNHG12	lncRNA	hypoxia	cerebral ischemia/reperfusion (I/R) injury	brain tissues	middle cerebral artery occlusion/reperfusion (MCAO/R) injury	upregulated	31056262
774	Mouse	SNHG12	lncRNA	oxygen-glucose deprivation and reoxygenation (OGD/R)	cerebral ischemia injury (CII)	primary neurons	oxygen-glucose deprivation and reoxygenation (OGD/R) treatment	upregulated	31469718
775	Mouse	SNHG12	lncRNA	hypoxia	ischemic stroke (IS)	primary neuronal cells and N2a cells	oxygen-glucose deprivation (OGD) treatment	upregulated	30144542
776	Mouse	SNHG12	lncRNA	oxygen-glucose deprivation and reoxygenation (OGD/R)	ischemic stroke (IS)	primary neuronal cells and N2a cells	oxygen-glucose deprivation and reoxygenation (OGD/R) treatment	SNHG12 was upregulated in primary neuronal cells and N2a cells and peaked at 12?h and 24?h after OGD/R treatment	30144542
777	Mouse	SNHG12	lncRNA	oxygen glucose deprivation (OGD)	ischemic stroke (IS)	mouse brain microvascular endothelial (bEnd.3) cells	oxygen-glucose deprivation (OGD) treatment	"SNHG12 expression was elevated, whereas miR-150 reduced in OGD-exposed bEnd.3 cells."	30193860
778	Mouse	SNHG12	lncRNA	2/3 partial hepatectomy (PH)	liver regeneration	mouse liver tissues	2/3 partial hepatectomy (PH) treatment	upregulated	31894329
779	Mouse	SNHG12	lncRNA	hepatocyte growth factor (HGF)	liver regeneration	primary mouse hepatocytes	hepatocyte growth factor (HGF) treatment	The expression of SNHG12 was also increased in normal liver cell lines treated with different concentrations of hepatocyte growth factor (HGF).	31894329
780	Mouse	SNHG12	lncRNA	hepatocyte growth factor (HGF)	liver regeneration	Mouse primary hepatocytes and e NCTC 1469 and BNL CL.2 mouse hepatocyte cell lines	hepatocyte growth factor (HGF) (PH) treatment	upregulated	31894329
781	Mouse	SNHG12	lncRNA	angiotensin II (Ang II)	vascular endothelial injury	aortic primary endothelial cells	angiotensin II (Ang II) treatment	"As a result, LncRNA SNHG12 was downregulated in aortic primary ECs isolated from Ang II-induced hypertensive mice and 1 kidney/deoxycorticosterone acetate/salt-induced hypertensive mice."	33464650
782	Mouse	SNHG14	lncRNA	lipopolysaccharide (LPS)	acute lung injury (ALI)	mouse alveolar macrophages (MH-S) and lung tissues	lipopolysaccharide (LPS) treatment	lncRNA SNHG14 silencing alleviated inflammation in LPS-induced ALI through miR-34c-3p-mediated inhibition of WISP1.	31660971
783	Mouse	SNHG14	lncRNA	angiotensin II (Ang II)	cardiac hypertrophy	primary cardiomyocytes (PCM)	angiotensin II (Ang II) treatment	upregulated	32436661
784	Mouse	SNHG14	lncRNA	oxygen glucose deprivation (OGD)	cerebral infarction (CI)	BV-2 cells	oxygen/glucose deprivation (OGD) treatment	upregulated	28215748
785	Mouse	SNHG14	lncRNA	oxygen-glucose deprivation and reoxygenation (OGD/R)	cerebral ischemia/reperfusion (I/R) injury	HT22 (mouse hippocampal neuronal cells)	oxygen-glucose deprivation and reoxygenation (OGD/R) treatment	lncRNA SNHG14 promotes OGD/R-induced neuron injury by inducing excessive mitophagy via miR-182-5p/BINP3 axis in HT22 mouse hippocampal neuronal cells	32912324
786	Mouse	SNHG14	lncRNA	rotenone (ROT)	parkinson's disease (PD)	mouse MN9D cells	rotenone treatment	"In MN9D cells, the rotenone treatment (1¦Ìmol/L) enhanced the binding between transcriptional factor SP-1 and SNHG14 promoter, thus promoting SNHG14 expression"	31683259
787	Mouse	SNHG14	lncRNA	"1-methyl-4-phenyl-1,2,3,6-tetrahydropyridine (MPTP)"	parkinson's disease (PD)	midbrain tissues	"1-methyl-4-phenyl-1,2,3,6- tetrahydropyridine (MPTP) treatment"	upregulated	33071725
788	Mouse	SNHG14	lncRNA	1-methyl-4-phenylpyridinium (MPP+)	parkinson's disease (PD)	primary Neuron	1-methyl-4-phenylpyridinium (MPP+) treatment	upregulated	33071725
789	Mouse	SNHG14	lncRNA	dexmedetomidine (DEX)	spinal cord ischemia/reperfusion injury (SCII)	primary microglia	dexamethasone (DEX) treatment	DEX inhibited microglial activation and downregulated SNHG14 expression in SCIRI mice and oxygen and glucose deprivation/reoxygenation (OGD/R)-treated primary microglia.	33045891
790	Mouse	SNHG15	lncRNA	streptozocin (STZ)	diabetes mellitus (DM)	gastrocnemius tissues; endothelial cells isolated from gastrocnemius tissues	Streptozocin (STZ) treatment	downregulated	33636173
791	Mouse	SNHG15	lncRNA	oxygen-glucose deprivation and reoxygenation (OGD/R)	ischemic stroke (IS)	HT22 cells	oxygen-glucose deprivation and reoxygenation (OGD/R) treatment	"The SNHG15 and STAT1/NF-¦ÊB pathways were both distinctly upregulated, while miR-302a-3p was notably downregulated in the ischemia cortex"	33779086
792	Mouse	SNHG15	lncRNA	oxygen glucose deprivation (OGD)	neuronal cell injury	Neuro-2a (N2a)	oxygen-glucose deprivation (OGD) treatment	"Silencing of SNHG15 led to CXCL13 upregulation through sequestering miR-18a and the following ERK/MEK activation, thus enhancing viability while reducing apoptosis of N2a cells."	32862188
793	Mouse	SNHG16	lncRNA	bleomycin (BLM)	idiopathic pulmonary fibrosis (IPF)	pulmonary fbrotic tissues	bleomycin (BLM) treatment	upregulated	33549106
794	Mouse	SNHG16	lncRNA	TGF-¦Â1	idiopathic pulmonary fibrosis (IPF)	Primary mouse lung fbroblasts	TGF-¦Â1 treatment	downregulated	33549106
795	Mouse	SNHG16	lncRNA	high glucose (HG)	diabetic nephropathy (DN)	mesangial cells	high glucose (HG) treatment	LncRNA SNHG16 induces proliferation and fibrogenesis via modulating miR-141-3p and CCND1 in diabetic nephropathy.	32504027
796	Mouse	SNHG16	lncRNA	H2O2	ischemia/reperfusion (I/R) injury	cardiomyocytes	H2O2 treatment	NHG16 accelerates the proliferative ability of cardiomyocytes following IRI by negatively regulating miRNA-770-5p.	32855691
797	Mouse	SNHG16	lncRNA	high glucose (HG)	podocyte injury	MPC5 cells	high glucose (HG) treatment	SNHG16 was significantly upregulated in HG-induced podocytes	33116706
798	Mouse	SNHG17	lncRNA	high glucose (HG)	diabetic nephropathy (DN)	MPC5	high glucose (HG) treatment	lncRNA SNHG17 knockdown promotes Parkin-dependent mitophagy and reduces apoptosis of podocytes through regulating the degradation of Mst1.	32627655
799	Mouse	SNHG20	lncRNA	diethylnitrosamine (DEN)	nonalcoholic fatty liver disease (NAFLD)	liver tissues	diethyl nitrosamine (DEN) treatment	upregulated	31408278
800	Mouse	SNHG20	lncRNA	high fat diet (HFD)	nonalcoholic fatty liver disease (NAFLD)	liver tissues	high fat diet (HFD) feed	downregulated	31408278
801	Mouse	SNHG3	lncRNA	oxygen glucose deprivation (OGD)	brain ischemia-reperfusion (I/R) injury	N2a cells	oxygen and glucose deprivation (OGD) treatment	upregulated	32860611
802	Mouse	SNHG3	lncRNA	hypoxia	hypoxic/ischemic brain damage (HIBD)	primary hippocampal cells	hypoxia induce	downregulated	31751562
803	Mouse	SNHG3	lncRNA	hypoxic/ischemic	hypoxic/ischemic brain damage (HIBD)	primary hippocampal cells	hypoxic/ischemic stress	"Snhg3 acted as the sponge of miR-196 in the hippocampal cells by regulating the expression of miR-196 target genes, XIAP and CAAP1."	31751562
804	Mouse	SNHG5	lncRNA	lipopolysaccharide (LPS)	acute respiratory distress syndrome (ARDS)	lung tissues	lipopolysaccharide (LPS) treatment	"SNHG5 was downregulated, while miR-205 was upregulated in the serum of ARDS patients and lung tissues of LPS-induced mice."	33170429
805	Mouse	SNHG5	lncRNA	5-aminolevulinic acid photodynamic therapy(ALA-PDT)	colitis	colon tissues	5-Aminolevulinic acid photodynamic therapy(ALA-PDT) treatment	downregulated	30385297
806	Mouse	SNHG6	lncRNA	oxygen glucose deprivation (OGD)	ischemic stroke (IS)	primary neuronal cells	oxygen glucose deprivation (OGD)-induce treatment	upregulated	31334597
807	Mouse	SNHG7	lncRNA	carbon tetrachloride (CCl4)	liver fibrosis	primary hepatic stellate cell (HSC)	CCl4 treatment	upregulated	31272073
808	Mouse	SNHG7	lncRNA	TGF-¦Â	liver fibrosis	primary hepatic stellate cells (HSCs)	TGF-¦Â treatment	SNHG7 was signally increased in liver tissue and HSCs of liver fibrosis model of mice	32893175
809	Mouse	SNHG8	lncRNA	hypoxia	ischemic brain injury	?HT22 cells and hippocampal tissues	hypoxia induce	downregulated	31165722
810	Mouse	SNHG8	lncRNA	oxygen glucose deprivation (OGD)	ischemic stroke (IS)	brain microvascular endothelial cell (BMEC)	oxygen-glucose deprivation (OGD) treatment	downregulated	33491845
811	Mouse	sONE	lncRNA	high salt diet	hypertension	systolic blood pressure	high salt diet treatment	downregulated	26261587
812	Mouse	SOX2OT	lncRNA	H2O2	abdominal aortic aneurysm (AAA)	vascular smooth muscle cell (VSMC)	oxidative stress	Silencing of long non-coding RNA Sox2ot inhibits oxidative stress and inflammation of vascular smooth muscle cells in abdominal aortic aneurysm via microRNA-145-mediated Egr1 inhibition.	32629426
813	Mouse	SOX2OT	lncRNA	H2O2	diabetes-induced retinal neurodegeneration	retinal ganglion cell (RGC)	H2O2 treatment	upregulated	27193103
814	Mouse	SOX2OT	lncRNA	high glucose (HG)	diabetes-induced retinal neurodegeneration	retinal ganglion cell (RGC)	high glucose (HG) treatment	upregulated	27193103
815	Mouse	SOX2OT	lncRNA	streptozocin (STZ)	diabetes-induced retinal neurodegeneration	renal tissues	streptozocin (STZ) treatment	downregulated	27193103
816	Mouse	SOX2OT	lncRNA	temozolomide (TMZ)	glioblastoma multiforme (GBM)	U87 cells; U251 cells	temozolomide (TMZ) treatment	"LncRNA SOX2OT inhibited cell apoptosis, promoted cell proliferation, and TMZ resistance by upregulating SOX2 expression, which activated the Wnt5a/¦Â-catenin signaling pathway"	32439916
817	Mouse	SOX2OT	lncRNA	isoprenaline	cardiac fibrosis	cardiac fibroblasts (CFs)	isoprenaline (ISO) tteatment	LncRNA SOX2OT/Smad3 feedback loop promotes myocardial fibrosis in heart failure.	32959533
818	Mouse	SOX2OT	lncRNA	lipopolysaccharide (LPS)	sepsis-induced myocardial injury	mouse heart tissues	lipopolysaccharide (LPS) treatment	upregulated	31618067
819	Mouse	Spry1	lncRNA	TGF-¦Â	cell proliferation	NMuMG mammary epithelial cells	TGF-¦Â treatment	downregulated	28186499
820	Mouse	SRA	lncRNA	dehydroepiandrosterone (DHEA)	polycystic ovarian syndrome (PCOS)	ovary tissues	DHEA treatment	Silencing of lncRNA Steroid Receptor RNA Activator (SRA) attenuates polycystic ovary syndrome (PCOS) in mice.	30391287
821	Mouse	SRA	lncRNA	dehydroepiandrosterone (DHEA)	polycystic ovarian syndrome (PCOS)	mouse primary granulosa cell culture	DHEA treatment	Silencing of lncRNA Steroid Receptor RNA Activator (SRA) attenuates polycystic ovary syndrome (PCOS) in mice.	30391287
822	Mouse	SRA	lncRNA	dehydroepiandrosterone (DHEA)	polycystic ovarian syndrome (PCOS)	ovary	DHEA treatment	upregulated	30391287
823	Mouse	SRAs	lncRNA	IL-2	type 1 diabetes mellitus (T1DM)	MIN6 ¦Â-cells	IL-2 treatment	downregulated	33572095
824	Mouse	SYNE1-AS1	lncRNA	angiotensin II (Ang II)	cardiac hypertrophy	Cardiomyocytes were isolated from the neonatal mouse	angiotensin II (Ang II) treatment	the hypertrophic responses were attenuated by SYNE1-AS1 knockdown.	30652310
825	Mouse	TCONS_00019174	lncRNA	chronic ultra-mild stress	depression	hippocampus	chronic ultra-mild stress treatment	mice exposed to chronic ultra-mild stress displayed apparent depression-like behaviors and decreased expression of long non-coding RNA TCONS_00019174 in hippocampus.	29036835
826	Mouse	THOR	lncRNA	H2O2	glaucoma	RGCs	H2O2 treatment	?The expression of THOR was reduced in H2O2-induced RGCs.	33811613
827	Mouse	THRIL	lncRNA	lipopolysaccharide (LPS)	acute lung injury (ALI)	lung tissues	lipopolysaccharide (LPS) treatment	THRIL was highly expressed in the lung of sepsis mice.	32818819
828	Mouse	THRIL	lncRNA	lipopolysaccharide (LPS)	osteoarthritis (OA)	ATDC5 cells	lipopolysaccharide (LPS) treatment	LPS significantly induced ATDC5 cell inflammatory injury and upregulated the expression of THRIL.	30521964
829	Mouse	THRIL	lncRNA	lipopolysaccharide (LPS)	osteoarthritis (OA)	ATDC5 cells	lipopolysaccharide (LPS) treatment	LPS significantly induced ATDC5 cell inflammatory injury and upregulated the expression of THRIL.	30521964
830	Mouse	TINCR	lncRNA	Tri-DAP	inflammation	3T3-L1 adipocytes	Tri-DAP treatment	upregulated	30851423
831	Mouse	Tnfaip3	lncRNA	lipopolysaccharide (LPS)	inflammation	RAW264.7 mouse macrophage cells	lipopolysaccharide (LPS) treatment	upregulated	27979905
832	Mouse	TSIX	lncRNA	Co-Cr-Mo metal particles (CoPs)	particle-induced osteolysis (PIO)	MC3T3-E1 cells	Co-Cr-Mo metal particles (CoPs) treatment	upregulated	29260905
833	Mouse	Ttc3-209	lncRNA	hank's balanced salt solution containing 10 ?M antimycin A	retinal ischemia reperfusion injury (RIR)	primary mouse retinal ganglion cells	Hank's balanced salt solution containing 10 ?M antimycin A treatment	lncRNA Ttc3-209 was significantly upregulated after I/R injury and played a proapoptotic role in RGCs during I/R-induced apoptosis.	33687475
