ID	Species	ncRNA	ncRNA type	Environmental factor (EF)	Phenotype	Sample	Condition of EF	Evidence	PubMed ID
2776	Rat	rno-miR-3068-3p	miRNA	glutamate	ischemic stroke (IS)	rat primary cortical neurons	glutamate treatment	upregulated	31792968
2777	Rat	rno-mir-3074	miRNA	lipopolysaccharide (LPS)	septic shock	heart tissue	lipopolysaccharide (LPS) treatment	dysregulated	31332662
2778	Rat	rno-miR-3074-5p	miRNA	palmitate	pancreatic ¦Â-cell dysfunction	INS-1E cells	palmitate treatment	lncEif4g2 is able to indirectly regulate the expression of CREB via targeting miR-3074-5p in INS-1E cells and mouse islets	32956705
2779	Rat	rno-miR-3084a-3p	miRNA	cadmium (Cd)	cadmium (Cd)-induced kidney injury	renal cortex	cadmium (Cd) treatment	upregulated	29543730
2780	Rat	rno-miR-3084c-3p	miRNA	cadmium (Cd)	cadmium (Cd)-induced kidney injury	renal cortex	cadmium (Cd) treatment	upregulated	29543730
2781	Rat	rno-miR-30a	miRNA	paeonol (PAE)	atherosclerosis (AS)	vascular endothelial cells (VECs)	paeonol treatment	"ox-LDL decreased miR-30a and increased Beclin-1 expression, pretreatment with paeonol could reverse the process of regulation in dose-dependent manners"	29472864
2782	Rat	rno-miR-30a	miRNA	triiodo-l-thyronine (T3)	myocardial ischemia/reperfusion (I/R) injury (MIRI)	primary cardiomyocyte of neonatal rats with hypoxia	T3 treatment	upregulated	25137026
2783	Rat	rno-miR-30a	miRNA	phenylephrine (PE)	cardiac hypertrophy	H9c2 cells	phenylephrine treatment	downregulated	23660952
2784	Rat	rno-miR-30a	miRNA	rapamycin	cell senescence	vascular smooth muscle cells (VSMCs)	rapamycin treatment	downregulated	30747228
2785	Rat	rno-miR-30a	miRNA	"2,4,6-trinitrobenzene sulfonic acid (TNBS)"	colitis	male Wistar rats inflamed colon	"2,4,6-trinitrobenzene sulfonic acid (TNBS)/ethanol treatment"	downregulated in inflamed colon	28572713
2786	Rat	rno-miR-30a	miRNA	caffeic acid	diabetic nephropathy (DN)	high-fat diet and streptozotocin-induced (HFD-STZ) diabetic rats	caffeic acid (CA) treatment	downregulated	28536471
2787	Rat	rno-miR-30a	miRNA	S100A12	diabetic retinopathy (DR)	Retinal microglia	S100A12 treatment	downregulated	31199706
2788	Rat	rno-miR-30a	miRNA	TGF-¦Â1	insulin resistance (IR)	peritoneal tissue in a rat	TGF-¦Â1 treatment	downregulated	24378208
2789	Rat	rno-miR-30a	miRNA	cisplatin (DDP)	hepatocellular carcinoma (HCC)	HepS cells	cis-dichloro-diamine platinum (cis-DDP) treatment	upregulated	22157765
2790	Rat	rno-miR-30a	miRNA	taxol	hepatocellular carcinoma (HCC)	HepS cells	Taxol treatment	upregulated	22157765
2791	Rat	rno-miR-30a	miRNA	carbon tetrachloride (CCl4)	liver fibrosis	liver tissues	carbon tetrachloride (CCl4) treatment	downregulated	29587268
2792	Rat	rno-miR-30a	miRNA	melatonin	malignant arrhythmias	older obese female rat hearts	melatonin treatment	downregulated	30446908
2793	Rat	rno-miR-30a	miRNA	melatonin	malignant arrhythmias	high-sucrose-induced left ventricles of female rat hearts	Melatonin treatment	downregulated	30446908
2794	Rat	rno-miR-30a	miRNA	omega-3 polyunsaturated fatty acids (¦Ø-3 PUFA)	malignant arrhythmias	older obese female rat hearts	omega-3 polyunsaturated fatty acids treatment	downregulated	30446908
2795	Rat	rno-miR-30a	miRNA	omega-3 polyunsaturated fatty acids (¦Ø-3 PUFA)	malignant arrhythmias	high-sucrose-induced left ventricles of female rat hearts	omega-3 polyunsaturated fatty acids treatment	downregulated	30446908
2796	Rat	rno-miR-30a	miRNA	substance P (SP)	malignant arrhythmias	left ventricles of female rat hearts	sucrose treatment	upregulated	30446908
2797	Rat	rno-miR-30a	miRNA	sucrose	malignant arrhythmias	older obese female rat hearts	sucrose treatment	upregulated	30446908
2798	Rat	rno-miR-30a	miRNA	angiotensin II (Ang II)	myocardial injury	rats primary cardiomyocytes	angiotensin II (Ang II) treatment	downregulated	25501305
2799	Rat	rno-miR-30a	miRNA	epigallocatechin-3-gallate (EGCG)	myocardial ischemia/reperfusion (I/R) injury (MIRI)	hypoxia-induced H9c2 cardiomyocytes	EGCG treatment	upregulated	31029907
2800	Rat	rno-miR-30a	miRNA	hypoxia	myocardial ischemia/reperfusion (I/R) injury (MIRI)	H9c2 cardiomyocytes	hypoxia induce	downregulated	31029907
2801	Rat	rno-miR-30a	miRNA	osthole	myocardial ischemia/reperfusion (I/R) injury (MIRI)	I/R in rat heart tissues and hypoxia/reoxygenation (H/R) in myocardial cells in vitro	osthole treatment	downregulated	31017665
2802	Rat	rno-miR-30a	miRNA	H2O2	oxidative stress	cardiovascular cells NRVCs and RAVSMCs	H2O2 treatment	downregulated	24612558
2803	Rat	rno-miR-30a	miRNA	isoflurane and sevoflurane	postoperative cognitive dysfunction (POCD)	Wistar rats hippocampus	exposed to isoflurane and sevoflurane for 2 or 4h	downregulated in the hippocampus	28669717
2804	Rat	rno-miR-30a	miRNA	insulin-like growth factor 1 (IGF-1)	post-stroke	brain tissues	Post-stroke ICV administration of IGF-1 to middle-aged female rats treatment	downregulated	24618563
2805	Rat	rno-miR-30a	miRNA	grape seed proanthocyanidins (GSPs)	prostatic deficits	prostate	orally given for 20 weeks	upregulated	28499242
2806	Rat	rno-miR-30a*	miRNA	nitrofen	hypoplastic lung	lung tissues	nitrofen treatment	downregulated	27041227
2807	Rat	rno-miR-30a-3p	miRNA	compound 21 (C21)	cardiac hypertrophy	Zucker diabetic fatty (ZDF) rats heart tissues	Compound 21 (C21) treatment	downregulated	30187136
2808	Rat	rno-miR-30a-3p	miRNA	losartan	cardiac hypertrophy	Zucker diabetic fatty (ZDF) rats heart tissues	losartan treatment	downregulated	30187136
2809	Rat	rno-miR-30a-3p	miRNA	compound 21 (C21)	cardiac hypertrophy	heart tissues	Compound 21 (C21) treatment	downregulated	30187136
2810	Rat	rno-miR-30a-3p	miRNA	losartan	cardiac hypertrophy	heart tissues	losartan treatment	downregulated	30187136
2811	Rat	rno-miR-30a-5p	miRNA	¦Â3-adrenoceptors(¦Â3-AR) inhibitor SR 59230A	chronic heart failure (CHF)	CHF rats	1 ml SR 59230A(85 mmoL/L in 0.9% saline)twice a day for seven weeks by intraperitoneal injection treatment	upregulated	29926593
2812	Rat	rno-miR-30a-5p	miRNA	glucose	glucotoxicity	rat islets and INS-1 cells	glucose treatment	upregulated	23338554
2813	Rat	rno-miR-30a-5p	miRNA	hypoxia/reoxygenation (H/R)	myocardial ischemia/reperfusion (I/R) injury (MIRI)	H9c2 cells	hypoxia/reoxygenation (H/R) treatment	Hypoxia/reoxygenation (H/R) remarkably raised the level of miR-30a-5p in H9c2 cardiomyocytes.	33058540
2814	Rat	rno-miR-30a-5p	miRNA	lipopolysaccharide (LPS)	spinal cord injury (SCI)	PC-12 cells	lipopolysaccharide (LPS) treatment	LINC00707 alleviates LPS-induced inflammation and apoptosis in PC-12 cells by targeting miR-30a-5p/Neurod 1	31272297
2815	Rat	rno-miR-30b	miRNA	amyloid-¦Â (A¦Â) 25-35	Alzheimer's disease (AD)	PC12; C6 cells	amyloid-¦Â (A¦Â) 25-35 treatment	MALAT1 could promote neuronal recovery following AD through the miR-30b/CNR1 network and the PI3K/AKT signaling activation.	32976819
2816	Rat	rno-miR-30b	miRNA	angiotensin II (Ang II)	cardiomyocytes cell death	rat neonatal cardiomyocytes	angiotensin II (Ang II) treatment	dysregulated	24178239
2817	Rat	rno-miR-30b	miRNA	hypoxia/reoxygenation (H/R)	cardiomyopathy	H9C2 cell line	hypoxia/re-oxygenation treatment	downregulated	27294099
2818	Rat	rno-miR-30b	miRNA	high glucose (HG)	diabetic retinopathy (DR)	rat retinal M¨¹ller cells (rMC-1) cells	high glucose	downregulated	28246353
2819	Rat	rno-miR-30b	miRNA	high fat diet (HFD)	nonalcoholic fatty liver disease (NAFLD)	liver tissues	high fat diet (HFD) feed	upregulated	30721562
2820	Rat	rno-miR-30b	miRNA	steroids	osteonecrosis of femoral head (ONFH)	bone marrow mesenchymal stem cells (BMSCs)	steroid treatment	downregulated	27910957
2821	Rat	rno-miR-30b	miRNA	H2O2	oxidative stress	cardiovascular cells NRVCs and RAVSMCs	H2O2 treatment	downregulated	24612558
2822	Rat	rno-miR-30b	miRNA	grape seed proanthocyanidins (GSPs)	prostatic deficits	prostate	orally given for 20 weeks	upregulated	28499242
2823	Rat	rno-miR-30b-3p	miRNA	triptolide (TPL)	nephropathy	blood and renal tissues	rats with adriamycin-induced nephropathy treatment	triptolide treatment reversed the increase in the expression of these two miRNAs	26078766
2824	Rat	rno-miR-30b-5p	miRNA	estradiol-17¦Â (E2)	osteogenesis	primary bone marrow mesenchymal stem cells from rats (rBMSCs)	estradiol-17¦Â (E2) treatment	downregulated	31089333
2825	Rat	rno-miR-30b-5p	miRNA	oxaliplatin	peripheral neuropathic pain	dorsal root ganglion (DRG) tissues	oxaliplatin treatment	downregulated	31054938
2826	Rat	rno-miR-30b-5p	miRNA	glucocorticoid (GC)	respiratory distress syndrome	lung	Glucocorticoids treatment	upregulated	26997989
2827	Rat	rno-miR-30c	miRNA	TGF-¦Â1	atrial fibrosis	primary cultured neonatal cardiac fibroblasts (CFs)	transforming growth factor-¦Â1 (TGF-¦Â1) treatment	downregulated	29532993
2828	Rat	rno-miR-30c	miRNA	vitamin D receptor activators (VDRAs)	chronic renal failure (CRF)	nephrectomized Wistar rats	equivalent doses of two VDRAs: calcitriol and paricalcitol treatment	upregulated	28460073
2829	Rat	rno-miR-30c	miRNA	high glucose (HG)	diabetic cardiomyopathy (DCM)	cardiomyocytes	high glucose treatment	upregulated	27221738
2830	Rat	rno-miR-30c	miRNA	palmitate	diabetic cardiomyopathy (DCM)	H9c2 cells and primary neonatal rat cardiomyocytes	palmitate treatment	downregulated	30635067
2831	Rat	rno-miR-30c	miRNA	streptozocin (STZ)	diabetic cardiomyopathy (DCM)	cardiomyocytes	low-dose streptozotocin-high-fat diet treatment	downregulated	25781190
2832	Rat	rno-miR-30c	miRNA	pilocarpine	epilepsy	adult male rats brain tissue and heart tissue	50 days of pilocarpine treatment	downregulated in heart tissue	24530830
2833	Rat	rno-miR-30c	miRNA	hydrogen sulfide (H2S)	ischemia/reperfusion (I/R) injury	spinal cord infarct zone	Hydrogen sulfide (H2S) treatment	downregulated	26149869
2834	Rat	rno-miR-30c	miRNA	angiotensin II (Ang II)	liver fibrosis/cirrhosis	hepatic stellate cells (HSCs)	angiotensin II (Ang II) treatment	downregulated	27142827
2835	Rat	rno-miR-30c	miRNA	cisplatin (DDP)	nephrotoxicity	rats renal tubules and epithelial cell	cisplatin treatment	downregulated	28796263
2836	Rat	rno-miR-30c	miRNA	nerve growth factor (Ngf)	neurodegenerative diseases	PC12 cells	100 ng/ml Ngf treatment	different regulation	24492999
2837	Rat	rno-miR-30c	miRNA	grape seed proanthocyanidins (GSPs)	prostatic deficits	prostate	orally given for 20 weeks	upregulated	28499242
2838	Rat	rno-miR-30c	miRNA	TGF-¦Â1	renal fibrosis	renal tubular epithelial cells (NRK-52E)	TGF-¦Â1 treatment	downregulated	27874055
2839	Rat	rno-miR-30c	miRNA	oxygen glucose deprivation (OGD)	spinal cord ischemia/reperfusion injury (SCII)	PC12 cells	oxygen-glucose deprivation (OGD) treatment	upregulated	30776367
2840	Rat	rno-miR-30c	miRNA	lithium chloride and pilocarpine	status epilepticus (SE)	rat hippocampus tissues	lithium-pilocarpine treatment	upregulated	21094214
2841	Rat	rno-miR-30c	miRNA	propranolol (PRO)	¦Â-adrenoceptor intervention	rat heart	propranolol (PRO) treatment	upregulated	22847192
2842	Rat	rno-miR-30c-1*	miRNA	grape seed procyanidin extract (GSPE)	pancreatic islet injury	rat islets	grape seed procyanidin extract (GSPE)treatment	"GSPE altered significantly the expression of miR-1249, miR-483, miR-30c-1*, and miR-3544."	23215023
2843	Rat	rno-miR-30c-2*	miRNA	nitrofen	hypoplastic lung	lung tissues	nitrofen treatment	downregulated	27041227
2844	Rat	rno-miR-30c-5p	miRNA	ischemia/reperfusion (I/R) 	kidney damage	Sprague-Dawley rats urine	ischemia/reperfusion (I/R) treatment	upregulated	28056546
2845	Rat	rno-miR-30c-5p	miRNA	tert-butyl hydroperoxide (TBHP)	myocardial ischemia/reperfusion (I/R) injury (MIRI)	H9c2 cells	tert- butyl hydroperoxide tBHP treatment	MiR-30c-5p mediates the effects of panax notoginseng saponins in myocardial ischemia reperfusion injury by inhibiting oxidative stress-induced cell damage.	32036220
2846	Rat	rno-miR-30c-5p	miRNA	lipopolysaccharide (LPS)	septic shock	heart tissue	lipopolysaccharide (LPS) treatment	dysregulated	31332662
2847	Rat	rno-miR-30d	miRNA	valproic acid (VPA)	autism spectrum disorder (ASD)	amygdala	valproic acid treatment	upregulated	25986729
2848	Rat	rno-miR-30d	miRNA	angiotensin II (Ang II)	cardiac hypertrophy	neonatal cardiomyocytes	angiotensin II (Ang II) treatment	upregulated	33860820
2849	Rat	rno-miR-30d	miRNA	streptozocin (STZ)	diabetes mellitus (DM)	rats heart	STZ treatment	upregulated	25341033
2850	Rat	rno-miR-30d	miRNA	SGLT-2 inhibitors	diabetic cardiomyopathy (DCM)	heart tissues	SGLT-2 inhibitors treatment	SGLT-2 inhibitors prevented heart function decline in diabetic rats by inhibiting miR-30d	32572932
2851	Rat	rno-miR-30d	miRNA	TianMai Xiaoke tablet(TM)	type 2 diabetes mellitus (T2DM)	diabetic rats islet	TM treatment	upregulated	24812635
2852	Rat	rno-miR-30d	miRNA	follicle stimulating hormone (FSH)	colorectal cancer (CRC)	rat granulosa cells	Follicle-stimulating hormone (FSH)treatment	downregulated	20734245
2853	Rat	rno-miR-30d-3p	miRNA	lipopolysaccharide (LPS)	septic shock	heart tissue	lipopolysaccharide (LPS) treatment	dysregulated	31332662
2854	Rat	rno-miR-30d-5p	miRNA	doxorubicin (DOX)	ischemia/reperfusion (I/R) injury	rats cardiomyocytes	doxorubicin treatment	upregulated	27919821
2855	Rat	rno-miR-30d-5p	miRNA	fish oil	nonalcoholic fatty liver disease (NAFLD)	high-fat high-cholesterol diet rats	supplemented with fish oil (FOH)	dysregulated	28691019
2856	Rat	rno-miR-30d-5p	miRNA	follicle stimulating hormone (FSH)	polycystic ovarian syndrome (PCOS)	rat cultured granulosa cells	follicle stimulating hormone (FSH) treatment	upregulated	31853272
2857	Rat	rno-miR-30e	miRNA	isoproterenol	cardiac fibrosis	Sprague Dawley rats hearts	ISO treatment	downregulated in the hearts	28777253
2858	Rat	rno-miR-30e	miRNA	oxygen glucose deprivation (OGD)	ischemic brain injury	Hippocampal neuronal	oxygen-glucose deprivation (OGD) treatment	upregulated	27074745
2859	Rat	rno-miR-30e	miRNA	hypoxia/reoxygenation (H/R)	myocardial ischemia/reperfusion (I/R) injury (MIRI)	rat myocardial tissues	hypoxia/reoxygenation injury (H/R)? treatment	Decreased miR-30e and increased SOX9 were found in myocardial tissues of MI/RI rats and H/R-treated cardiomyocytes.	33293097
2860	Rat	rno-miR-30e	miRNA	hypoxia/reoxygenation (H/R)	myocardial ischemia/reperfusion (I/R) injury (MIRI)	H9c2 cells	hypoxia/reoxygenation injury (H/R) treatment	downregulated	33293097
2861	Rat	rno-miR-30e	miRNA	high fat diet (HFD)	obesity	rats	high fat diet (HFD) feed	dysregulated	24517225
2862	Rat	rno-miR-30e	miRNA	serum	cell proliferation	VSMCs isolated from normal aorta of adult male rats	were stimulated with 10% serum treatment	downregulated	28123167
2863	Rat	rno-miR-30e	miRNA	schisandrin B (Sch B)	tubulointerstitial fibrosis (TIF)	TGF-¦Â1-treated NRK-52e cells	Schisandrin B (Sch B) treatment	upregulated	31697999
2864	Rat	rno-miR-30e	miRNA	TGF-¦Â1	tubulointerstitial fibrosis (TIF)	NRK-52e cells	TGF-¦Â1 treatment	downregulated	31697999
2865	Rat	rno-miR-30e-3p	miRNA	rapamycin	cardiac fibrosis	heart tissues	rapamycin (Rap) treatment	upregulated	30647817
2866	Rat	rno-miR-31	miRNA	atorvastatin	cardiac hypertrophy	chronic intermittent hypoxia (CIH)-treated H9c2 cells	atorvastatin treatment	downregulated	30074205
2867	Rat	rno-miR-31	miRNA	hypoxia	cardiac hypertrophy	H9c2 cells	chronic intermittent hypoxia (CIH) induce	upregulated	30074205
2868	Rat	rno-miR-31	miRNA	hypoxia	myocardial infarction (MI)	heart tissues	MI was induced by ligation of the left anterior descending coronary artery (LAD)	upregulated	28865712
2869	Rat	rno-miR-31	miRNA	isoflurane and sevoflurane	postoperative cognitive dysfunction (POCD)	Wistar rats hippocampus	exposed to isoflurane and sevoflurane for 2 or 4h	downregulated in the hippocampus	28669717
2870	Rat	rno-miR-31-5p	miRNA	doxorubicin (DOX)	doxorubicin (DOX)-induced cardiotoxicity	H9c2 cells	doxorubicin (Dox) treatment	downregulated	32135167
2871	Rat	rno-miR-31a-5p	miRNA	high fat diet (HFD)	aging-related non-alcoholic fatty liver disease (NAFLD)	liver tissues	high fat diet (HFD) feed	downregulated	31899128
2872	Rat	rno-miR-31a-5p	miRNA	angiotensin II (Ang II)	heart failure (HF)	cardiac H9C2 cell line	angiotensin II (Ang II) treatment	downregulated	29286111
2873	Rat	rno-miR-31a-5p	miRNA	angiotensin II (Ang II)	heart failure (HF)	H9C2 cell line	angiotensin II (Ang II) treatment	downregulated	29286111
2874	Rat	rno-miR-31a-5p	miRNA	methamphetamine (METH)	methamphetamine (METH) addiction	brain tissues	Methamphetamine (METH) treatment	upregulated	32893733
2875	Rat	rno-miR-31b	miRNA	methamphetamine (METH)	methamphetamine (METH) addiction	brain tissues	Methamphetamine (METH) treatment	upregulated	32893733
2876	Rat	rno-miR-31c	miRNA	H2O2	oxidative stress	cardiovascular cells NRVCs and RAVSMCs	H2O2 treatment	downregulated	24612558
2877	Rat	rno-miR-32	miRNA	streptozocin (STZ)	liver fibrosis	liver tissue	streptozotocin (STZ) treatment	upregulated	30816482
2878	Rat	rno-miR-320	miRNA	streptozocin (STZ)	diabetic cardiomyopathy (DCM)	Wistar rats left ventricle (LV)	STZ treatment	downregulated	28199183
2879	Rat	rno-miR-320	miRNA	high glucose (HG)	diabetic retinopathy (DR)	M¨¹ller cells	high glucose (HG) treatment	DR patients exhibited significantly increased expression of serum LncRNA-OGRU compared with normal individuals. Streptozotocin (STZ)-challenged rats with DR also had higher OGRU expression in retinas	33762162
2880	Rat	rno-miR-320	miRNA	ethylene glycol monomethyl ether (EGME)	hyperglycemia	?testicle of rat	Ethylene glycol monomethyl ether (EGME) treatment	"miR-449a and miR-92a decreased obviously and, miR-320, miR-134 and miR-188 increased"	22008535
2881	Rat	rno-miR-320	miRNA	high salt (HS)	hypertension	aorta of? rats	high salt (HS) treatment	upregulated	24161401
2882	Rat	rno-miR-320	miRNA	edaravone (ED)	intestinal mucosa barrier dysfunction after burn injury	intestinal mucosal tissue injury in burned rats	edaravone (ED) treatment	upregulated	31829167
2883	Rat	rno-miR-320	miRNA	oxygen glucose deprivation (OGD)	ischemic heart disease (IHD)	H9c2 cells	oxygen and glucose deprivation (OGD) treatment	Overexpressed circRNA-DENND4C in H9c2 cells attenuated OGD/R-induced injuries by the downregulated of miR-320 through the ERK and mTOR activation	33090893
2884	Rat	rno-miR-320	miRNA	verapamil	male fertility	testis	verapamil treatment	downregulated	32725937
2885	Rat	rno-miR-320	miRNA	hypoxia	myocardial ischemia/reperfusion (I/R) injury (MIRI)	H9C2 cardiac myocytes	hypoxia induce	upregulated	29521436
2886	Rat	rno-miR-320	miRNA	hypoxia	myocardial ischemia/reperfusion (I/R) injury (MIRI)	H9c2 cells	hypoxia induce	upregulated	30181740
2887	Rat	rno-miR-320	miRNA	insulin	myocardial ischemia/reperfusion (I/R) injury (MIRI)	hypoxia-induced H9C2 cardiac myocytes	insulin treatment	downregulated	29521436
2888	Rat	rno-miR-320	miRNA	luteolin	renal ischemia/reperfusion (I/R) injury	ischemia-reperfusion (I/R) injury rats kidney tissues	luteolin treatment	downregulated	31089916
2889	Rat	rno-miR-3202	miRNA	cigarette smoke (CS)	chronic obstructive pulmonary disease (COPD)	rats bronchia	cigarette smoke (CS) treatment	downregulated in bronchia	29208459
2890	Rat	rno-miR-320-3p	miRNA	morphine	myocardial hypoxia/reoxygenation (H/R) injury	H9c2 cells	Morphine pre-conditioning (MPC)	The expression of miR-320-3p in the MPC+H/R group was significantly lower than that in the H/R group.	32468068
2891	Rat	rno-miR-320-5p	miRNA	¦Â3-adrenoceptors(¦Â3-AR) inhibitor SR 59230A	chronic heart failure (CHF)	CHF rats	1 ml SR 59230A(85 mmoL/L in 0.9% saline)twice a day for seven weeks by intraperitoneal injection treatment	upregulated	29926593
2892	Rat	rno-miR-320a	miRNA	insulin	polycystic ovarian syndrome (PCOS)	KGN cells	insulin treatment	upregulated	28849208
2893	Rat	rno-miR-320b	miRNA	insulin-like growth factor 1 (IGF-1)	post-stroke	brain tissues	Post-stroke ICV administration of IGF-1 to middle-aged female rats treatment	downregulated	24618563
2894	Rat	rno-miR-320c	miRNA	streptozocin (STZ)	type 1 diabetes mellitus (T1DM)	INS-1 cells	streptozocin (STZ) treatment	Secretions of miR-320c was significantly increased in streptozotocin-treated INS-1 cells	29370422
2895	Rat	rno-miR-322	miRNA	streptozocin (STZ)	diabetic cardiomyopathy (DCM)	Wistar rats left ventricle (LV)	STZ treatment	upregulated	28199183
2896	Rat	rno-miR-322	miRNA	carbon tetrachloride (CCl4)	liver fibrosis	liver tissues	carbon tetrachloride (CCl4) treatment	upregulated	33333053
2897	Rat	rno-miR-322	miRNA	carbon tetrachloride (CCl4)	liver fibrosis	rat liver tissue	CCl4 treatment	"miR-322/424 level in liver cirrhosis patients, mouse liver fibrosis induced by CCl4?and BDL, and rat liver fibrosis induced by CCl4?and dimethylnitrosamine was increased."	33333053
2898	Rat	rno-miR-322-5p	miRNA	angiotensin II (Ang II)	cardiac hypertrophy	H9c2 cells	angiotensin II (Ang II) treatment	downregulated	32436661
2899	Rat	rno-miR-322-5p	miRNA	high glucose (HG)	diabetic cardiomyopathy (DCM)	rat vascular smooth muscle cells (VSMCs)	high glucose	downregulated	28536423
2900	Rat	rno-miR-322-5p	miRNA	bortezomib	peripheral neuropathy	PC12 cells	bortezomib treatment	downregulated	31979371
2901	Rat	rno-miR-322-5p	miRNA	lipopolysaccharide (LPS)	septic shock	heart tissue	lipopolysaccharide (LPS) treatment	dysregulated	31332662
2902	Rat	rno-miR-323	miRNA	hypoxia	cerebral infarction (CI)	PC12 cells	hypoxia induce	upregulated	30535466
2903	Rat	rno-miR-323	miRNA	oxygen glucose deprivation (OGD)	neuronal cell death	primary hippocampal neuron	oxygen-glucose deprivation (OGD) treatment	upregulated	26617783
2904	Rat	rno-miR-323-3p	miRNA	H2O2	myocardial infarction (MI)	H9c2 cells	H2O2 treatment	downregulated	32633390
2905	Rat	rno-miR-323a-3p	miRNA	angiotensin II (Ang II)	cardiac fibrosis	rat cardiac fibroblasts (CFs)	angiotensin II (Ang II) treatment	MiR-323a-3p was found upregulated in CFs cultured with Angiotensin ¢ò (Ang ¢ò).	30551487
2906	Rat	rno-miR-324	miRNA	aerobic exercise	parkinson's disease (PD)	brain tissues	aerobic exercise training (AET) treatment	downregulated	31309116
2907	Rat	rno-miR-324-3p	miRNA	2-imidazolidinethione	anorectal malformations (ARM)	Intestinal epithelial cells; IECs and anorectal tissues	2-imidazolidinethione treatment	"Rno_circ_0005139 influences cell proliferation and apoptosis by acting as a miR-324-3p sponge, thereby downregulating Wnt5a in ARM."	32848333
2908	Rat	rno-miR-324-3p	miRNA	high fat diet (HFD)	cardiac remodeling	heart tissues	high fat diet (HFD) feed	upregulated	29884823
2909	Rat	rno-miR-324-3p	miRNA	hypoxia	cortical injury	rat cortex tisssues	hypoxia treatment	downregulated	23272113
2910	Rat	rno-miR-324-3p	miRNA	streptozocin (STZ)	diabetic retinopathy (DR)	retinas tissues	streptozotocin treatment	downregulated	31430717
2911	Rat	rno-miR-324-3p	miRNA	¦Ä-opioid receptor (DOR)	hypoxic/ischemic injury	hearts	¦Ä-opioid receptor (DOR) activation treatment	upregulated	27576463
2912	Rat	rno-miR-324-5p	miRNA	oxygen-glucose deprivation and reoxygenation (OGD/R)	acute myocardial infarction (AMI)	rat ventricular cardiomyocytes (NRCMs)	oxygen-glucose deprivation and reoxygenation (OGD/R) treatment	downregulated	31622017
2913	Rat	rno-miR-324-5p	miRNA	oxygen glucose deprivation (OGD)	ischemic stroke (IS)	primary rat neurons	oxygen-glucose deprivation (OGD) induce treatment	downregulated	31885705
2914	Rat	rno-miR-324-5p	miRNA	oxygen glucose deprivation (OGD)	ischemic stroke (IS)	primary rat neurons	oxygen-glucose deprivation (OGD) treatment	Downregulated miRNA-324-5p aggravates neuronal injury induced by oxygen-glucose deprivation via modulating RAN	31885705
2915	Rat	rno-miR-324-5p	miRNA	oxygen-glucose deprivation and reoxygenation (OGD/R)	myocardial ischemia/reperfusion (I/R) injury (MIRI)	Neonatal rat ventricular cardiomyocytes (NRCMs)	oxygen-glucose deprivation and reoxygenation (OGD/R) treatment	Inhibition of the LncRNA Gpr19 attenuates ischemia-reperfusion injury after acute myocardial infarction by inhibiting apoptosis and oxidative stress via the miR-324-5p/Mtfr1 axis.	31622017
2916	Rat	rno-miR-325-3p	miRNA	hypoxia	acute myocardial infarction (AMI)	H9c2 cells	hypoxia induce	"The expression levels of MEG3 and TRPV4 were significantly increased, whereas miR-325-3p expression levels were significantly decreased in hypoxic H9c2 cells compared with normoxic H9c2 cells."	33179099
2917	Rat	rno-miR-325-5p	miRNA	neonatal colonic inflammation (NCI)	chronic visceral hypersensitivity	colon-related dorsal root ganglia (DRGs)	neonatal colonic inflammation (NCI) induce	downregulated	30980241
2918	Rat	rno-miR-326	miRNA	alcohol	fetal alcohol exposure (FAE)	pregnant Fisher 344 rats pituitary	liquid diet containing 6.7% alcohol between gestational days 7-21 (AF)	upregulated	28710248
2919	Rat	rno-miR-326	miRNA	formaldehyde	formaldehyde inducted immune/inflammation	rats	were exposed to formaldehyde treatment	upregulated	24304932
2920	Rat	rno-miR-326	miRNA	oxygen glucose deprivation (OGD)	hypoxic/ischemic brain damage (HIBD)	PC-12 cells	oxygen glucose deprivation (OGD) treatment	The expression levels of miR-326 was significantly lower in the HIBD group.	32228617
2921	Rat	rno-miR-326-3p	miRNA	cadmium (Cd)	kidney damage	NRK-52E cells	cadmium (Cd) treatment	miR-122-5p and miR-326-3p might enhance cadmium-induced NRK-52E cell apoptosis through downregulating PLD1 expression.	32697411
2922	Rat	rno-miR-326-3p	miRNA	cadmium (Cd)	renal toxic	"NRK-52E cells, rat kidney, serum and urine samples"	cadmium (Cd) treatment	upregulated	31626960
2923	Rat	rno-miR-326-5p	miRNA	oxygen-glucose deprivation and reoxygenation (OGD/R)	cerebral ischemia/reperfusion (I/R) injury	primary rat cortical neurons	oxygen-glucose deprivation and reoxygenation (OGD/R) treatment	"Mfn2 and miR-326-5p were reduced, and STAT3 was elevated in OGD-treated neurons and brain tissues of MCAO rats"	33877455
2924	Rat	rno-miR-327	miRNA	angiotensin II (Ang II)	cardiac hypertrophy and fibrosis	rat cardiac fibroblasts	angiotensin II (Ang II) treatment	miR-327 levels in fibroblasts were increased.	29393356
2925	Rat	rno-miR-327	miRNA	oxygen	lung injury	pregnant rats lung tissue	inspired oxygen of 10.5 or 23% for two days treatment	downregulated	25120593
2926	Rat	rno-miR-327	miRNA	hypoxia/reoxygenation (H/R)	myocardial ischemia/reperfusion (I/R) injury (MIRI)	H9c2 cells	H9c2 cells were exposed to hypoxia for 4?hr and reoxygenation for 12?hr to mimic I/R injury	upregulated	31587299
