ID	Species	ncRNA	ncRNA type	Environmental factor (EF)	Phenotype	Sample	Condition of EF	Evidence	PubMed ID
1774	Human	TCONS_00284048	lncRNA	sorafenib (SOR)	hepatocellular carcinoma (HCC)	Huh7 cells; HepG2 cells	sorafenib treatment	upregulated	32149026
1775	Human	TCONS-00010875	lncRNA	X-rays	hypopharyngeal cancer	RS-FaDu cells	4 Gy radiation	upregulated	28487500
1776	Human	TCONS-00018436	lncRNA	X-rays	hypopharyngeal cancer	RS-FaDu cells	4 Gy radiation	downregulated	28487500
1777	Human	TCTN2	lncRNA	oxygen glucose deprivation (OGD)	spinal cord injury (SCI)	human SY-SH-5Y cells	oxygen-glucose deprivation treatment	"TCTN2 was downregulated in the spinal cord tissues of a rat model of SCI and in oxygen-glucose deprivation-induced hypoxic SY-SH-5Y cells, while microRNA-216b (miR-216b) was upregulated"	31050183
1778	Human	TDRG1	lncRNA	hypoxia	cervical cancer (CC)	HeLa and C-33A cells	hypoxia induce	We found Lnc-TDRG1 was highly expressed in CC tissues and cells and it was upregulated in response to hypoxia.	33394293
1779	Human	TDRG1	lncRNA	high glucose (HG)	diabetic retinopathy (DR)	human retinal microvascular endothelial cells (HRECs)	high glucose (HG) treatment	upregulated	32082175
1780	Human	TERRA	lncRNA	H2O2	oxidative stress	HEK-293T cells	H2O2 treatment	TERRA levels significantly increased upon incubation of cells with 500 ¦ÌM H2O2.	31917282
1781	Human	TERRA	lncRNA	compound C	subtelomeric DNA methylation	HeLa and HCT116 cells	AMPK inhibitor (compound C) treatment	upregulated	31181625
1782	Human	TERRAs	lncRNA	etoposide (VP-16)	DNA damage	HeLa cells	etoposide treatment	upregulated	31756221
1783	Human	TFDP2-001	lncRNA	calcium oxalate monohydrate (COM)	renal injury	HK-2?cells	calcium oxalate monohydrate treatment	downregulated	29947995
1784	Human	TGFB2-AS1	lncRNA	TGF-¦Â	epithelial-mesenchymal transition (EMT)	Human immortalized male keratinocytes (HaCaT)	TGF-¦Â treatment	upregulated	31533040
1785	Human	TGF¦Â2-AS1	lncRNA	H2O2	open-angle glaucoma (OAG)	human trabecular meshwork cells (HTMCs)	H2O2 treatment	lnc-TGF¦Â2-AS1 promotes ECM production via TGF-¦Â2 in HTMC.	32423825
1786	Human	TGS-1	lncRNA	mycobacterium tuberculosis (Mtb)	tuberculosis (TB)	whole blood samples	Mycobacterium tuberculosis (MTB) infection	downregulated	31028876
1787	Human	THAP9-AS1	lncRNA	helicobacter pylori (H. pylori)	gastric cancer (GC)	"The human GC cell lines AGS, BGC-823, HGC-27, MGC803 and SGC-7901"	H. pylori infection	upregulated	32021238
1788	Human	THOR	lncRNA	triptolide (TPL)	nasopharyngeal carcinoma (NPC)	HONE-1 cells	triptolide (TPL) treatment	"THOR (¡°Lnc-THOR¡±), was significantly decreased in TN-treated cells"	30503558
1789	Human	THOR	lncRNA	triptolide (TPL)	nasopharyngeal carcinoma (NPC)	"The established human NPC cell lines, HONE-1, CNE1, CNE-2, 5¨C8F, 6¨C10B and primary culture of human NPC cells"	triptolide (TPL) treatment	downregulated	30503558
1790	Human	THRIL	lncRNA	oxygen-glucose deprivation and reoxygenation (OGD/R)	cerebral ischemia/reperfusion (I/R) injury	SH-SY5Y cells	oxygen-glucose deprivation and reoxygenation (OGD/R) treatment	THRIL was upregulated in both?in vitro?and?in vivo?models of brain ischemia-reperfusion injury	33675584
1791	Human	THRIL	lncRNA	lipopolysaccharide (LPS)	sepsis	human bronchial epithelial cells (HBEpCs)	lipopolysaccharide (LPS) treatment	"THRIL is upregulated in sepsis and may sponge miR-19a to upregulate TNF-¦Á, thereby promoting lung cell apoptosis."	32944003
1792	Human	THRIL	lncRNA	lipopolysaccharide (LPS)	systemic lupus erythematosus (SLE)	HK2 cells	lipopolysaccharide (LPS) treatment	LncRNA THRIL was highly expressed in the LPS-stimulated cells.	30414207
1793	Human	THUMPD3-AS1	lncRNA	calcium oxalate monohydrate (COM)	renal injury	HK-2?cells	calcium oxalate monohydrate treatment	downregulated	29947995
1794	Human	TINCR	lncRNA	trastuzumab	breast cancer	SKBR-3-TR and BT474-TR cell lines	Trastuzumab treatment	upregulated	30621694
1795	Human	TINCR	lncRNA	high glucose (HG)	cardiac hypertrophy	human cardiomyocyte cells	high glucose (HG) treatment	upregulated	30453794
1796	Human	TINCR	lncRNA	X-rays	colorectal cancer (CRC)	radioresistant CRC cell line (SW620R)	2 Gy of X-ray irradiation (120 kV and 3.5 mA for 4 min with a 0.5-mm A1 filter) treatment	upregulated	31540772
1797	Human	TINCR	lncRNA	photodynamic therapy using 5©\aminolevulinic acid (ALA-PDT)	cutaneous squamous cell carcinoma (CSCC)	CSCC cell lines A431	ALA©\PDT treatment	"ALA-PDT treatment at 32?mmol/L for 120?minutes significantly promoted TINCR expression in CSCC A431 cells, and TINCR promoted ALA-PDT-induced apoptosis and cell autophagy"	30993776
1798	Human	TLINC	lncRNA	TGF-¦Â	intrahepatic cholangiocarcinoma (iCCA)	HuCCT1 cells; Huh28 cells	TGF¦Â treatment	upregulated	29916183
1799	Human	TM1P3	lncRNA	IL-1	osteoarthritis (OA)	primary cultured chondrocytes	?IL-1 treatment	The lncRNA-TM1P3 significantly upregulated in patients with OA	30887601
1800	Human	TMPO-AS1	lncRNA	propofol (PPF)	esophageal cancer (EC)	EC109; KYSE70 cells	Propofol treatment	"Propofol suppresses hypoxia-induced esophageal cancer cell migration, invasion, and EMT through regulating lncRNA TMPO-AS1/miR-498 axis"	32643321
1801	Human	TNK2-AS1	lncRNA	oxidized low density lipoprotein (ox-LDL)	cell proliferation and migration	human aortic smooth muscle cells (HASMCs)	oxidized low-density lipoprotein (ox-LDL) treatment	upregulated	31468685
1802	Human	TOCN_00011820	lncRNA	coal tar pitch extracts (CTPE)	lung cancer	malignant-transformed Human bronchial epithelial (BEAS-2B) cells	coal tar pitch extracts (CTPE) treatment	downregulated	32470693
1803	Human	tp53inp1	lncRNA	polyunsaturated fatty acids (PUFAs)	glioblastoma multiforme (GBM)	Glioblastoma cells (U373; GBM2;GBM5)	polyunsaturated fatty acids (PUFAs) treatment	downregulated	21961478
1804	Human	TP53TG1	lncRNA	glucose deprivation (GD)	cell proliferation and migration	U87 and LN18 cells	glucose deprivation treatment	upregulated	28569381
1805	Human	TP53TG1	lncRNA	ultraviolet (UV) irradiation	DNA damage	CD4 cells	ultraviolet-C (UVC) treatment	upregulated	32258156
1806	Human	TP53TG1	lncRNA	covalent inhibitor of CDK7 (THZ1)	nasopharyngeal carcinoma (NPC)	"HK1,S18, S26, SUNE1, and SUNE2 cells"	THZ1 treatment	upregulated	28951465
1807	Human	TP73-AS1	lncRNA	bisphosphonates (BPs)	bisphosphonate-induced osteonecrosis of the jaw (BONJ)	lymphomonocytes	bisphosphonates (BPs) treatment	upregulated	32714991
1808	Human	TP73-AS1	lncRNA	temozolomide (TMZ)	glioblastoma multiforme (GBM)	GBM cancer stem cells (gCSC)	temozolomide (TMZ) treatment	"Using CRISPRi to downregulate our candidate lncRNA in gCSC, we demonstrate that TP73-AS1 promotes TMZ resistance in gCSC and is linked to regulation of the expression of metabolism- related genes and ALDH1A1, a protein known to be expressed in cancer stem cell markers and protects gCSC from TMZ treatment."	30867410
1809	Human	TPTEP1	lncRNA	cisplatinum	hepatocellular carcinoma (HCC)	"The human HCC cell lines, including HepG2, SMMC-7721, QGY-7703, Huh-7, MHCC97h, SNU-449 and Sk-hep1, and L02 human normal liver cell line"	cisplatinum treatment	upregulated	31072375
1810	Human	TRERNA1	lncRNA	hepatitis B virus X protein (HBx)	hepatocellular carcinoma (HCC)	HCC cells	?hepatitis B virus-encoded X (HBx) protein treatment	we found that translation regulatory lncRNA 1 (TRERNA1) upregulation by HBx not only promoted HCC cell proliferation by regulating the cell cycle in vitro and in vivo but also correlated positively with poor prognosis in HCC	33839325
1811	Human	TRIM58	lncRNA	progesterone (P4)	lung cancer	A549 cells	progesterone (P4) treatment	downregulated	32391956
1812	Human	TRINGS	lncRNA	glucose starvation	glucose homeostasis	human tumor cells	glucose starvation condition	upregulated	29046333
1813	Human	TSI	lncRNA	TGF-¦Â1	renal fibrosis	HK2 and HKC8 cells	TGF-¦Â1 treatment	upregulated	30305452
1814	Human	TSPEAR-AS2	lncRNA	CoCl2	pulmonary arterial hypertension (PAH)	human pulmonary artery smooth muscle cells (HPASMCs)	CoCl2 treatment	upregulated	32391042
1815	Human	TSPOAP1-AS1	lncRNA	influenza A virus (IAV)	influenza A virus (IAV) infection	"A549 and THP-1 cell lines, MDCK, A172, Caco-2, and SH-SY5Y cells"	influenza A virus (IAV) infection	upregulated	30968963
1816	Human	TSPOAP1-AS1	lncRNA	polyinosinic-polycytidilic acid (Poly(I:C))	influenza A virus (IAV) infection	"A549 and THP-1 cell lines, MDCK, A172, Caco-2, and SH-SY5Y cells"	poly (I:C) treatment	upregulated	30968963
1817	Human	TTN-AS1	lncRNA	sorafenib (SOR)	hepatocellular carcinoma (HCC)	Bel7404; HepG2 cells	sorafenib treatment	LncRNA TTN-AS1 intensifies sorafenib resistance in hepatocellular carcinoma by sponging miR-16-5p and upregulation of cyclin E1	33378944
1818	Human	TTN-AS1	lncRNA	X-rays	large intestine cancer	SW620 cells; HT29 cells	X-ray radiation treatment	upregulated	32749739
1819	Human	TTTY14	lncRNA	human papilloma virus (HPV)	head and neck squamous cell carcinoma (HNSCC)	primary tumors resected from HNSCC patients	human papillomavirus (HPV) infection	upregulated	32998396
1820	Human	TTTY15	lncRNA	H2O2	acute myocardial infarction (AMI)	Human myocardial cell line (AC16)	H2O2 treatment	upregulated	32888161
1821	Human	TTTY15	lncRNA	hypoxia	acute myocardial infarction (AMI)	AC16	hypoxia treatment	upregulated	32922590
1822	Human	TTTY15	lncRNA	hypoxia	dysfunction of vascular endothelial cells	human umbilical vein endothelial cells (HUVECs)	hypoxia treatment	downregulated of TTTY15 ameliorated hypoxia-induced cell injury by targeting miR-186-5p in HUVECs.	32271447
1823	Human	TTTY15	lncRNA	human papilloma virus (HPV)	head and neck squamous cell carcinoma (HNSCC)	primary tumors resected from HNSCC patients	human papillomavirus (HPV) infection	upregulated	32998396
1824	Human	TTTY15	lncRNA	hypoxia	myocardial infarction (MI)	human cardiomyocyte	hypoxia induce	Suppression of long noncoding RNA TTTY15 attenuates hypoxia-induced cardiomyocytes injury by targeting miR-455-5p.	30898696
1825	Human	TTTY15	lncRNA	hypoxia	myocardial ischaemic injury	AC16 cells	hypoxia treatment	upregulated	32926961
1826	Human	TUC339	lncRNA	IL-4	hepatocellular carcinoma (HCC)	THP-1 cells	IL-4 treatment	upregulated	30274167
1827	Human	TUG1	lncRNA	hypoxia/reoxygenation (H/R)	acute kidney injury (AKI)	Human renal proximal tubular cell line HK-2	hypoxia/reoxygenation (H/R) treatment	lncRNA TUG1 was decreased while miR-494-3p was elevated in vivo and in vitro.	33663500
1828	Human	TUG1	lncRNA	adriamycin (ADR)	acute myeloid leukemia (AML)	Human bone marrow stromal cell line HS-5 and human AML cell line HL60	adriamycin (ADR) treatment	upregulated	30551433
1829	Human	TUG1	lncRNA	adriamycin (ADR)	acute myeloid leukemia (AML)	HL60 cells	adriamycin (ADR) treatment	TUG1 was upregulated in ADR-resistant AML tissues and cells.	30551433
1830	Human	TUG1	lncRNA	rapamycin	angiogenesis	human umbilical vein endothelial cells (HUVECs)	rapamycin treatment	upregulated	30186415
1831	Human	TUG1	lncRNA	metformin (Met)	atherosclerosis (AS)	Blood Samples; HUVECs	Metformin treatment	Metformin prevent AS by activating the AMPK/mTOR pathway via lncRNA TUG1.	32099330
1832	Human	TUG1	lncRNA	oxidized low density lipoprotein (ox-LDL)	atherosclerosis (AS)	human VSMC; human umbilical vein endothelial cells (HUVECs)	oxidized low-density lipoprotein (ox-LDL) treatment	TUG1 knockdown attenuated ox-LDL-induced injury through regulating proliferation and apoptosis of VSMC and HUVEC by miR-148b/IGF2 axis	31926240
1833	Human	TUG1	lncRNA	oxidized low density lipoprotein (ox-LDL)	atherosclerosis (AS)	vascular smooth muscle cells (HA-VSMCs)	oxidized low-density lipoprotein (ox-LDL) treatment	TUG1 enhanced the progression of AS in vitro by regulating the miR-141-3p/ROR2 axis.	32565910
1834	Human	TUG1	lncRNA	X-rays	bladder cancer	"SW780,HT1376,BIU87, T24"	X-ray treatment	upregulated	28376901
1835	Human	TUG1	lncRNA	pterostilbene	breast cancer	MCF 7 cells	pterostilbene treatment	upregulated	30619763
1836	Human	TUG1	lncRNA	doxorubicin (DOX)	cellular defense against genotoxic agents	human glioma cell lines	doxorubicin (DOX) treatment	downregulated	25645334
1837	Human	TUG1	lncRNA	cigarette smoke extract (CSE)	chronic obstructive pulmonary disease (COPD)	BEAS-2B cells	cigarette smoke extract (CSE) treatment	LncRNA TUG1 knockdown mitigates inflammatory injury induced by cigarette smoke extract in chronic obstructive pulmonary disease via miR-34c/BRD4 axis	32812639
1838	Human	TUG1	lncRNA	lipopolysaccharide (LPS)	cirrhosis	liver sinusoidal endothelial cells (LSECs)	lipopolysaccharide (LPS) treatment	LPS treatment enhanced autophagy and promoted EndMT of LSECs by upregulating TUG1.	32269710
1839	Human	TUG1	lncRNA	methotrexate (MTX)	colorectal cancer (CRC)	human colorectal cancer cell lines HT-29-P/HT-29-R cell and HCT-8 cells	methotrexate treatment	upregulated	28805722
1840	Human	TUG1	lncRNA	high glucose (HG)	diabetic atherosclerosis	human umbilical vein endothelial cells (HUVECs)	high glucose treatment	upregulated	30402858
1841	Human	TUG1	lncRNA	tumor necrosis factor alpha (TNF-¦Á) 	diabetic atherosclerosis	human umbilical vein endothelial cells (HUVECs)	tumor necrosis factor alpha (TNF-¦Á) treatment	upregulated	30402858
1842	Human	TUG1	lncRNA	high glucose (HG)	diabetic nephropathy (DN)	human podocyte cell line (CIHP) cells	high glucose (HG) treatment	upregulated	30671964
1843	Human	TUG1	lncRNA	lipopolysaccharide (LPS)	dysfunction of vascular endothelial cells	human umbilical vein endothelial cells (HUVECs)	lipopolysaccharide (LPS) treatment	"TUG1 could repress cell apoptosis, autophagy, and inflammatory response in LPS-treated HUVECs by sponging miR-27a-3p to target SLIT2."	32738556
1844	Human	TUG1	lncRNA	endothelial growth medium©\2 (EGM©\2) plus VEGF	endothelial dysfunction	Adipose-derived stem cells (ADSCs)	endothelial growth medium©\2 (EGM©\2) supplemented with 15 ng/mL VEGF innduce	upregulated	31264280
1845	Human	TUG1	lncRNA	hypoxia	hypoxia-induced cardiac dysfunctions	AC16 cells	hypoxia treatment	upregulated	31926162
1846	Human	TUG1	lncRNA	baicalin (BAI)	inflammation	LPS stimulated human normal liver L-02 and THLE2 cells	baicalin (BAI) treatment	upregulated	31396818
1847	Human	TUG1	lncRNA	lipopolysaccharide (LPS)	inflammation	human normal liver L-02; THLE2 cells	lipopolysaccharide (LPS) treatment	downregulated	31396818
1848	Human	TUG1	lncRNA	tumor necrosis factor alpha (TNF-¦Á) 	intervertebral disc degeneration (IDD)	human nucleus pulposus (NP) cells	tumor necrosis factor alpha (TNF-¦Á) treatment	upregulated	28756222
1849	Human	TUG1	lncRNA	TGF-¦Â1	intrauterine adhesion (IUA)	human embryonic stem cells (hESCs)	TGF-¦Â1 treatment	lncRNA TUG1 promotes endometrial fibrosis and inflammation by sponging miR-590-5p to regulate Fasl in intrauterine adhesions	32599321
1850	Human	TUG1	lncRNA	TGF-¦Â	liver fibrosis	LX-2 cells	TGF-¦Â treatment	upregulated	29904430
1851	Human	TUG1	lncRNA	lipopolysaccharide (LPS)	lupus nephritis (LN)	HK2 cells	lipopolysaccharide (LPS) treatment	TUG1 was downregulated and related with LPS-induced HK-2 cell inflammatory response.	29800915
1852	Human	TUG1	lncRNA	ultraviolet (UV) irradiation	melanogenesis	PIG1 cells	UVB irradiation exposure treatment	upregulated	30924963
1853	Human	TUG1	lncRNA	hypoxia	myocardial ischaemic injury	AC16 cells	hypoxia treatment	upregulated	33165134
1854	Human	TUG1	lncRNA	IL-1¦Â	osteoarthritis (OA)	Human chondrocytes	IL-1¦Â treatment	TUG1 was elevated in OA cartilage tissues and interleukin (IL)-1¦Â-induced chondrocytes.	33093892
1855	Human	TUG1	lncRNA	IL-1¦Â and TNF-¦Á	osteoarthritis (OA)	primary chondrocytes	interleukin-1 beta (IL-1¦Â) and tumor necrosis factor-alpha (TNF-¦Á) treatment	"After chondrocytes were induced by IL-1¦Â and TNF-¦Á, the expression of lncRNA-TUG1 increased."	30575896
1856	Human	TUG1	lncRNA	ionizing radiation (IR)	osteogenesis	bone marrow mesenchymal stem cells (BM-MSCs)	"For the radiation treatment, when cultured cells reached 80 % confluence, they were irradiated with Co-60 for 13min at a rate of 0.69 Gy/min"	upregulated	31149038
1857	Human	TUG1	lncRNA	cisplatin (DDP)	osteosarcoma (OS)	"osteosarcoma cell lines (Saos-2/DDP, MG-63/DDP)"	cisplatin treatment	upregulated	31305159
1858	Human	TUG1	lncRNA	cisplatin (DDP)	osteosarcoma (OS)	Saos-2 cells; MG-63 cells	cisplatin treatment	upregulated	31305159
1859	Human	TUG1	lncRNA	paclitaxel (PTX)	ovarian cancer (OC)	A2780 cells; SK-OV-3 cells	Paclitaxel (PTX) treatment	TUG1 Promotes Autophagy-Associated Paclitaxel Resistance by Sponging miR-29b-3p in Ovarian Cancer Cells	32189969
1860	Human	TUG1	lncRNA	lipopolysaccharide (LPS)	periodontitis	human periodontal ligament cells (hPDLCs)	lipopolysaccharide (LPS) treatment	?TUG1 was downregulated upon LPS stimulation in hPDLCs.	32762066
1861	Human	TUG1	lncRNA	lipopolysaccharide (LPS)	periodontitis	human periodontal ligament cells (PDLCs)	lipopolysaccharide (LPS) treatment	"TUG1 had a decreased expression in both periodontal ligament (PDL) tissues with periodontitis and PDLCs under a LPS-induced inflammatory condition, and TUG1 expression was negatively correlated with miR-132 expression in periodontitis-affected PDL tissues."	31735958
1862	Human	TUG1	lncRNA	lipopolysaccharide (LPS)	pneumonia	MRC-5 cells	lipopolysaccharide (LPS) treatment	TUG1 lightened LPS-evoked pro-inflammatory response in MRC-5 cells.	31017717
1863	Human	TUG1	lncRNA	X-rays	prostate cancer	PC-3 cells; DU145 cells	X-ray radiation treatment	Knockdown of lncRNA TUG1 enhanced radiosensitivity in PCa via the TUG1/miR-139-5p/SMC1A axis	32256083
1864	Human	TUG1	lncRNA	hypoxia	pulmonary arterial hypertension (PAH)	human pulmonary smooth muscle cell (HPASMC)	hypoxia induce	upregulated	31679623
1865	Human	TUG1	lncRNA	IL-6	pulmonary arterial hypertension (PAH)	human pulmonary smooth muscle cell (HPASMC)	IL-6 treatment	upregulated	31679623
1866	Human	TUG1	lncRNA	TGF-¦Â1	renal interstitial fibrosis (RIF)	HK-2 cells	transforming growth factor (TGF)-¦Â1 treatment	upregulated	33135476
1867	Human	TUG1	lncRNA	tumor necrosis factor alpha (TNF-¦Á) 	ulcerative colitis (UC)	HT-29 cells	tumor necrosis factor alpha (TNF-¦Á) treatment	TUG1 negatively regulated inflammation in ulcerative colitis through miR-142-5p/SOCS1 axis	32173492
1868	Human	TUSC7	lncRNA	temozolomide (TMZ)	glioblastoma multiforme (GBM)	U87 cells	temozolomide (TMZ) treatment	low expression of TUSC7 in GBM cells and tissues resistant to TMZ	29397407
1869	Human	uc.173	lncRNA	lead (Pb)	lead-induced nephrotoxicity	Human proximal tubular epithelial cell line (HK-2) cells; human kidney proximal tubular epithelial cell line (HKC)	lead (Pb) exposure	Lead exposure inhibited the expression of lncRNA UC.173 in renal tubular epithelial cells.	29425744
1870	Human	uc.173	lncRNA	lead (Pb)	nerve injury	serum	lead treatment	downregulated	26683706
1871	Human	uc.187	lncRNA	lipopolysaccharide (LPS)	preeclampsia (PE)	HTR-8/SVneo cells	lipopolysaccharide (LPS) treatment	Overexpression of uc.187 could induce PE-like symptoms in a pregnant rat model by affecting the distribution of ¦Â-catenin in the cytoplasm and nucleus.	31950140
1872	Human	uc.333	lncRNA	IL-6	insulin resistance (IR)	HepG2 cells	IL-6 treatment	downregulated	32303004
1873	Human	uc.333	lncRNA	tumor necrosis factor alpha (TNF-¦Á) 	insulin resistance (IR)	HepG2 cells	tumor necrosis factor alpha (TNF-¦Á) treatment	downregulated	32303004
1874	Human	uc.477	lncRNA	herbal formula HQT	rheumatoid arthritis (RA)	fibroblast-like synoviocytes	herbal formula HQT treatment	upregulated	32696503
1875	Human	uc.477	lncRNA	Tongbi formula (HQT)	rheumatoid arthritis (RA)	RA-derived human fibroblast-like synoviocytes (HFLS-RA)	Tongbi formula (HQT) treatment	upregulated	32696503
1876	Human	uc001.dgp.1	lncRNA	particulate matter (PM2.5)	airway inflammation	"human bronchial epithelial cell line, BEAS-3B"	particulate matter 2.5 (PM2.5) exosure treatment	upregulated	31864925
1877	Human	uc001.dgp.1	lncRNA	particulate matter (PM2.5)	airway inflammation	"human bronchial epithelial cell line, BEAS-2B"	particulate matter 2.5 (PM2.5) exposure treatment	upregulated	31864925
1878	Human	uc002mbe.2	lncRNA	histone deacetylase inhibitor trichostatin A (TSA)	hepatocellular carcinoma (HCC)	Huh7;Bel7402; Bel7721; HepG2	"histone deacetylase inhibitor (Trichostatin A, TSA) treatment"	TSA-induced apoptosis of HCC cells is uc002mbe.2 dependent and reduced expression of uc002mbe.2 may be associated with liver carcinogenesis	23643933
1879	Human	uc007keu.1	lncRNA	"5-Aza-2'-deoxycytidine (5-Aza-dC, decitabine)"	cell differentiation	human umbilical cord derived mesenchymal stem cells (hUCMSCs)	"5-Aza-2'-deoxycytidine (5-Aza-dC, decitabine) treatment"	downregulated	29633064
1880	Human	uc010vei.1	lncRNA	"5-Aza-2'-deoxycytidine (5-Aza-dC, decitabine)"	cell differentiation	human umbilical cord derived mesenchymal stem cells (hUCMSCs)	"5-Aza-2'-deoxycytidine (5-Aza-dC, decitabine) treatment"	upregulated	29633064
1881	Human	UCA1	lncRNA	5-fluorouracil (5-Fu)	retinoblastoma (RB)	retinoblastoma cells	5-fluorouracil (5-Fu) treatment	knockdown of UCA1 remarkably inhibited proliferation and sensitized retinoblastoma cells to multiple chemotherapy drugs	31264280
1882	Human	UCA1	lncRNA	carboplatin (CBP)	retinoblastoma (RB)	retinoblastoma cells	carboplatin (CBP) treatment	knockdown of UCA1 remarkably inhibited proliferation and sensitized retinoblastoma cells to multiple chemotherapy drugs	31264280
1883	Human	UCA1	lncRNA	cisplatin (DDP)	retinoblastoma (RB)	retinoblastoma cells	cisplatin treatment	knockdown of UCA1 remarkably inhibited proliferation and sensitized retinoblastoma cells to multiple chemotherapy drugs	31264280
1884	Human	UCA1	lncRNA	vincristine (VCR)	retinoblastoma (RB)	retinoblastoma cells	vincristine (VCR) treatment	knockdown of UCA1 remarkably inhibited proliferation and sensitized retinoblastoma cells to multiple chemotherapy drugs	31264280
1885	Human	UCA1	lncRNA	etoposide (VP-16)	retinoblastoma (RB)	retinoblastoma cells	Etoposide (VP-16) treatment	knockdown of UCA1 remarkably inhibited proliferation and sensitized retinoblastoma cells to multiple chemotherapy drugs	31264280
1886	Human	UCA1	lncRNA	adriamycin (ADR)	acute myeloid leukemia (AML)	HL60 cells	adriamycin (ADR) treatment	UCA1 expression was upregul.ated following adr-based chemotherapy	29663500
1887	Human	UCA1	lncRNA	arsenite	arsenic (As) toxicities	HepG2 cells	arsenic (As) exposure	lncRNA UCA1 was markedly induced by As treatment in human hepatocytes.	29248574
1888	Human	UCA1	lncRNA	arsenite	arsenic (As) toxicities	HepG2 cells	arsenic (As) exposure	UCA1 facilitates the ubiquitination of EZH2 to upregulate NFATc2 and further antagonizes As-induced cell cycle arrest.	32537408
1889	Human	UCA1	lncRNA	oxidized low density lipoprotein (ox-LDL)	atherosclerosis (AS)	THP-1 cell line	oxidized low-density lipoprotein (ox-LDL) treatment	ox-LDL increased UCA1 expression greatly in THP-1 cells.	30633352
1890	Human	UCA1	lncRNA	oxidized low density lipoprotein (ox-LDL)	atherosclerosis (AS)	human vascular smooth muscle cell line (VSMCs)	oxidized low-density lipoprotein (ox-LDL) treatment	Dysregulation of the Urothelial Cancer Associated 1 Long Noncoding RNA Promotes Proliferation of Vascular Smooth Muscle Cells by Modulating Expression of P27KIP1/CDK2.	32213082
1891	Human	UCA1	lncRNA	arsenite	autophagy	human hepatocytes	arsenic (As) exposure	upregulated	29248574
1892	Human	UCA1	lncRNA	cisplatin (DDP)	bladder cancer	patients with bladder and cancer.cisplatin-resistant bladder cancer cells	cisplatin treatment	upregulated	24495014
1893	Human	UCA1	lncRNA	metformin (Met)	bladder cancer	bladder cancer 5637 cells	metformin	downregulated	28641488
1894	Human	UCA1	lncRNA	transcription factor CCAAT/enhancer binding protein ¦Á (C/EBP¦Á)	bladder cancer	human bladder cancer cell lines 5637 and T24	C/EBP¦Á treatment	upregulated	24648007
1895	Human	UCA1	lncRNA	aurora kinase inhibitor (CCT137690)	breast cancer	MDA-MB-231 cells	aurora kinase inhibitor (CCT137690) treatment	downregulated	31319040
1896	Human	UCA1	lncRNA	paclitaxel (PTX)	breast cancer	MCF-7 cells	paclitaxel (PTX) treatment	Long Non-Coding RNA UCA1 Modulates Paclitaxel Resistance in Breast Cancer via miR-613/CDK12 Axis	32425595
1897	Human	UCA1	lncRNA	tamoxifen (TAM)	breast cancer	breast cancer cells (LCC2 and LCC9)	tamoxifen treatment	upregulated	30628639
1898	Human	UCA1	lncRNA	TGF-¦Â	breast cancer	MCF-7 cells	TGF-¦Â treatment	"TGF-¦Â induced genome-wide changes in lncRNA levels in breast cancer cells, among which AC0269041 and UCA1 were highly expressed in metastatic breast cancer and closely associated with poor prognosis"	29774079
1899	Human	UCA1	lncRNA	trastuzumab	breast cancer	SKBR-3 cells	trastuzumab treatment	upregulated	29408336
1900	Human	UCA1	lncRNA	ionizing radiation (IR)	cervical cancer (CC)	SiHa cells; HeLa cells	irradiation treatment	upregulated	30015920
1901	Human	UCA1	lncRNA	5-fluorouracil (5-Fu)	chemoresistance of 5-fluorouracil (5-FU)	SW480 and SW620	5-fluorouracil (5-FU) treatment	UCA1 mediated 5-FU resistance of CRC cells through facilitating autophagy and inhibiting apoptosis via miR-23b-3p/ZNF281 axis in vivo and in vitro.	32801774
1902	Human	UCA1	lncRNA	X-rays	colorectal cancer (CRC)	CCL244 cells	X-ray irradiation treatment	UCA1 was significantly higher in CRC tissues after chemoradiotherapy	30015983
1903	Human	UCA1	lncRNA	high glucose (HG)	diabetic nephropathy (DN)	HK2 cells	high glucose (HG) treatment	downregulated	31608712
1904	Human	UCA1	lncRNA	TGF-¦Â1	epithelial-mesenchymal transition (EMT)	"Human tongue cancer cell lines, CAL©\27 and SCC©\9"	TGF¦Â1 treatment	LncRNA?UCA1/miR-124 axis modulates TGFbeta1-induced?epithelial-mesenchymal transition and invasion of tongue cancer cells through JAG1/Notch signaling	30635938
1905	Human	UCA1	lncRNA	TGF-¦Â1	epithelial-mesenchymal transition (EMT)	human umbilical vein endothelial cells (HUVECs)	TGF-¦Â1 treatment	UCA1 exerted its role via regulating the UCA1/miR-455/ZEB1 regulatory axis in HUVECs treated with TGF-¦Â1	32584608
1906	Human	UCA1	lncRNA	hypoxia	hypoxic pulmonary hypertension (HPH)	human pulmonary artery smooth muscle cells (HPASMCs)	hypoxia induce	upregulated	30353369
1907	Human	UCA1	lncRNA	curcumin (Cur)	lung cancer	A549 cells	curcumin treatment	curcumin inhibited the expression of UCA1.	30001775
1908	Human	UCA1	lncRNA	cetuximab	metastatic colorectal cancer (mCRC)	Caco2 cells	cetuximab treatment	upregulated	30377411
1909	Human	UCA1	lncRNA	lipopolysaccharide (LPS)	neonatal pneumonia	WI-38 cells	lipopolysaccharide (LPS) treatment	UCA1 inhibition protected WI-38 cells against LPS-managed inflammatory injury and apoptosis process via miR-499b-5p/TLR4 crosstalk.	33368965
